name,price,category,composition,color,gender,description,img_url,url,scrapped-at
Blusa Levi's Vera,"R$ 129,95",Blusa,100% Algodão,Preto,Feminino,Código: 292980001,https://lojalevis.vteximg.com.br/arquivos/ids/409332-640-640/292980001_1.jpg?v=637492132827600000,https://www.levi.com.br/blusa-levis-vera-2929800010001/p,12-04-2022
Blusa Levis Second Skin,"R$ 249,90",Blusa,"94% Poliester, 6% Elastano",Estampado,Feminino,Código: A08900006,https://lojalevis.vteximg.com.br/arquivos/ids/458289-640-640/A08900006_1.jpg?v=637805160249800000,https://www.levi.com.br/blusa-levis-second-skin-a089000060006/p,12-04-2022
Calça Jeans Levis 311 Shaping Skinny,"R$ 399,90",Calça,"81% Algodão, 17% Poliester, 2% Elastano",Lavagem Escura,Feminino,Código: 196260001,https://lojalevis.vteximg.com.br/arquivos/ids/323288-640-640/1962600010001_01.jpg?v=636989972635570000,https://www.levi.com.br/calca-jeans-levis-311-shaping-skinny-1962600010001/p,12-04-2022
Camiseta Levis x Simpsons W Tee,"R$ 189,90",Camiseta,100% Algodão,Branco,Feminino,Código: A20620000,https://lojalevis.vteximg.com.br/arquivos/ids/459951-640-640/A2062-0000_1.jpg?v=637812151999870000,https://www.levi.com.br/camiseta-levis-x-simpsons-w-tee-a206200000000/p,12-04-2022
Calça Tailored High Loose,"R$ 293,93",Calça,"79% Algodão, 21% Liocel",Lavagem Escura,Feminino,Código: 367250004,https://lojalevis.vteximg.com.br/arquivos/ids/420661-640-640/367250004_1.jpg?v=637539353389470000,https://www.levi.com.br/calca-tailored-high-loose-3672500040004/p,12-04-2022
Blusa Levi's Cory,"R$ 239,90",Blusa,100% Poliéster,Preto,Feminino,Código: A09150002 Produto: Blusa Levi's Cory Categoria: Camisas e Blusas Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424888-640-640/A09150002_1.jpg?v=637642031687800000,https://www.levi.com.br/blusa-levis-cory-a091500020002/p,12-04-2022
Moletom Levi's Vintage Raglan Crew,"R$ 239,90",Moletom,"60% Algodão , 40% Poliéster",Azul,Feminino,Código: A08470003 Produto: Moletom Levi's Vintage Raglan Crew Categoria: Malhas e Moletons Cor / Lavagem: Azul Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442281-640-640/A08470003_1.jpg?v=637660449696230000,https://www.levi.com.br/moletom-levis-vintage-raglan-crew-a084700030003/p,12-04-2022
Calça Jeans Levi's 501® Crop,"R$ 329,90",Calça,100% Algodão,Lavagem Média,Feminino,Código: 362000178 Produto: Calça Jeans Levi's 501® Crop Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Reto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433870-640-640/362000178_1.jpg?v=637650697044100000,https://www.levi.com.br/calca-jeans-levis-501-crop-3620001780178/p,12-04-2022
Camiseta Levis Perfect Tee,"R$ 129,90",Camiseta,100% Algodão,Preto,Feminino,Código: LB0020046,https://lojalevis.vteximg.com.br/arquivos/ids/396327-640-640/LB0020046_1.jpg?v=637383140171400000,https://www.levi.com.br/camiseta-levis-perfect-tee-lb00200460046/p,12-04-2022
Calça Jeans Levi's 501® Crop,"R$ 389,90",Calça,100% Algodão,Branco,Feminino,Código: 362000189 Produto: Calça Jeans Levi's 501® Crop Categoria: Jeans Cor / Lavagem: Branco Modelagem: Reto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441403-640-640/362000189_1.jpg?v=637660444974570000,https://www.levi.com.br/calca-jeans-levis-501-crop-3620001890189/p,12-04-2022
Shorts Jeans Levi's 501® Original,"R$ 249,90",Shorts,100% Algodão,Branco,Feminino,Código: 563270224 Produto: Shorts Jeans Levi's 501® Original Categoria: Shorts Cor / Lavagem: Branco Modelagem: Shorts curto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441618-640-640/563270224_1.jpg?v=637660446196770000,https://www.levi.com.br/shorts-jeans-levis-501-original-5632702240224/p,12-04-2022
Camiseta Levi's Graphic Varsity,"R$ 69,95",Camiseta,100% Algodão,Rosa,Feminino,Código: LB0012147,https://lojalevis.vteximg.com.br/arquivos/ids/416752-640-640/LB0012147_1.jpg?v=637510054313500000,https://www.levi.com.br/camiseta-levis-graphic-varsity-lb00121472147/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 119,90",Camiseta,100% Algodão,Lilás,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698090 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Lilás Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/431058-640-640/LB0018090_1.jpg?v=637647198024930000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00180908090/p,12-04-2022
Camiseta Levis Ringer Infantil,"R$ 69,93",Camiseta,100% Algodão,"Azul, Amarelo",Menino,Código: LK0010084 Produto: Camiseta Levis Ringer Infantil Categoria: Camisetas Cor / lavagem: Azul/Amarelo Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2020 Gênero: Meninos Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/386223-640-640/LK0010084_1.jpg?v=637378527657370000,https://www.levi.com.br/camiseta-levis-ringer-infantil-lk00100840084/p,12-04-2022
Bermuda Jeans Levis Update,"R$ 149,95",Bermuda,100% Algodão,Rosa,Feminino,Código: 299690029,https://lojalevis.vteximg.com.br/arquivos/ids/406081-640-640/299690029_1.jpg?v=637418465020570000,https://www.levi.com.br/bermuda-jeans-levis-update-2996900290029/p,12-04-2022
Blusa Levis Honey Short Sleeve,"R$ 149,90",Blusa,,,,,https://lojalevis.vteximg.com.br/arquivos/ids/462416-640-640/34932-0022_1.jpg?v=637828065258500000,https://www.levi.com.br/blusa-levis-honey-short-sleeve-3493200220022/p,12-04-2022
Blusa Levi's Lucy Wing,"R$ 181,93",Blusa,,,,,https://lojalevis.vteximg.com.br/arquivos/ids/409320-640-640/298310002_1.jpg?v=637492132763100000,https://www.levi.com.br/blusa-levis-lucy-wing-2983100020002/p,12-04-2022
Camiseta Levi's Graphic Varsity,"R$ 109,90",Camiseta,100% Algodão,Branco,Feminino,Código: 699730178 Produto: Camiseta Levi's Graphic Varsity Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441812-640-640/699730178_1.jpg?v=637660447173230000,https://www.levi.com.br/camiseta-levis-graphic-varsity-6997301780178/p,12-04-2022
Blusa Levi's Lucy Wing,"R$ 181,93",Blusa,"98% Algodão, 2% Elastano",Branco,Feminino,Código: 298310001,https://lojalevis.vteximg.com.br/arquivos/ids/412979-640-640/298310001_1.jpg?v=637503120453100000,https://www.levi.com.br/blusa-levis-lucy-wing-2983100010001/p,12-04-2022
Jaqueta Levis Ex-Boyfriend Trucker,"R$ 599,90",Jaqueta,100% Algodão,Marrom,Feminino,Código: 299440163,https://lojalevis.vteximg.com.br/arquivos/ids/466185-640-640/29944-0163_1.jpg?v=637834237504630000,https://www.levi.com.br/jaqueta-levis-ex-boyfriend-trucker-2994401630163/p,12-04-2022
Camiseta Levi's Graphic Surf,"R$ 149,90",Camiseta,100% Algodão,Azul,Feminino,Código: 296740731 Produto: Camiseta Levi's Graphic Surf Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/442495-640-640/LB0010731_1.jpg?v=637660450834230000,https://www.levi.com.br/camiseta-levis-graphic-surf-lb00107310731/p,12-04-2022
Camiseta Levis Perfect Tee,"R$ 149,90",Camiseta,100% Algodão,Listrado,Feminino,Código: 391850172,https://lojalevis.vteximg.com.br/arquivos/ids/468663-640-640/39185-0172_1.jpg?v=637843603534000000,https://www.levi.com.br/camiseta-levis-perfect-tee-3918501720172/p,12-04-2022
Blusa Levis Ellie Rib Turtleneck,"R$ 229,90",Blusa,"96% Algodão, 4% Spandex",Branco,Feminino,Código: A07940005,https://lojalevis.vteximg.com.br/arquivos/ids/466212-640-640/A0794-0005_1.jpg?v=637834237615200000,https://www.levi.com.br/blusa-levis-ellie-rib-turtleneck-a079400050005/p,12-04-2022
Moletom Levi's Nina,"R$ 195,93",Moletom,"60% Algodão, 40% Poliéster",Branco,Feminino,Código: 197380004,https://lojalevis.vteximg.com.br/arquivos/ids/412817-640-640/197380004_1.jpg?v=637503119425170000,https://www.levi.com.br/moletom-levis-nina-1973800040004/p,12-04-2022
Camisa Levis Dree Shirt,"R$ 359,90",Camisa,"53% Viscose, 45% Poliester, 2% Elastano",Bege,Feminino,Código: A09050003,https://lojalevis.vteximg.com.br/arquivos/ids/467212-640-640/A0905-0003_1.jpg?v=637840307465500000,https://www.levi.com.br/camisa-levis-dree-shirt-a090500030003/p,12-04-2022
Camiseta Levis Surf Fit,"R$ 74,95",Camiseta,100% Algodão,Off white,Feminino,Código: LB0012073 Produto: Camiseta Levis Surf Fit Categoria: Camisetas Cor / lavagem: Off white Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2020 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/408645-640-640/LB0012073_1.jpg?v=637420018846100000,https://www.levi.com.br/camiseta-levis-surf-fit-lb00120732073/p,12-04-2022
Blusa Levis Honey Short Sleeve,"R$ 149,90",Blusa,"96% Algodão, 4% Spandex",Amarelo,Feminino,Código: 349320027,https://lojalevis.vteximg.com.br/arquivos/ids/462398-640-640/34932-0027_1.jpg?v=637828065186870000,https://www.levi.com.br/blusa-levis-honey-short-sleeve-3493200270027/p,12-04-2022
Blusa Levi's Delilah,"R$ 181,93",Blusa,100% Poliéster,Branco,Feminino,Código: 295420002,https://lojalevis.vteximg.com.br/arquivos/ids/412535-640-640/295420002_1.jpg?v=637503117907670000,https://www.levi.com.br/blusa-levis-delilah-2954200020002/p,12-04-2022
Camiseta Levis Rib Baby Tee,"R$ 149,90",Camiseta,100% Algodão,Verde,Feminino,Código: 376970036,https://lojalevis.vteximg.com.br/arquivos/ids/468670-640-640/37697-0036_1.jpg?v=637843603563270000,https://www.levi.com.br/camiseta-levis-rib-baby-tee-3769700360036/p,12-04-2022
Cardigã Levi's Isla,"R$ 279,93",Cardigã,Lã Acrílica,Cinza,Feminino,Código: 219700000,https://lojalevis.vteximg.com.br/arquivos/ids/420591-640-640/219700000_1.jpg?v=637539352967900000,https://www.levi.com.br/cardiga-levis-isla-2197000000000/p,12-04-2022
Camiseta Levi's Arlo Garment Dye Crew,"R$ 111,93",Camiseta,100% Algodão,Rosa,Feminino,Código: 197190010,https://lojalevis.vteximg.com.br/arquivos/ids/412833-640-640/197190010_1.jpg?v=637503119506400000,https://www.levi.com.br/camiseta-levis-arlo-garment-dye-crew-1971900100010/p,12-04-2022
Short Levis Marty Sweatshort,"R$ 339,90",Short,"60% Algodão, 40% Poliester",Lilás,Feminino,Código: A08440003,https://lojalevis.vteximg.com.br/arquivos/ids/468939-640-640/A0844-0003_1.jpg?v=637843604674530000,https://www.levi.com.br/short-levis-marty-sweatshort-a084400030003/p,12-04-2022
Camiseta Levis Classic Fit Tee,"R$ 229,90",Camiseta,100% Algodão (Organico),Lilás,Feminino,Código: A17120009,https://lojalevis.vteximg.com.br/arquivos/ids/462286-640-640/A1712-0009_1.jpg?v=637828064718130000,https://www.levi.com.br/camiseta-levis-classic-fit-tee-a171200090009/p,12-04-2022
Blusa Levis Ellie Rib Turtleneck,"R$ 249,90",Blusa,"96% Algodão, 4% Spandex",Estampado,Feminino,Código: A07940006,https://lojalevis.vteximg.com.br/arquivos/ids/468645-640-640/A0794-0006_1.jpg?v=637843603456700000,https://www.levi.com.br/blusa-levis-ellie-rib-turtleneck-a079400060006/p,12-04-2022
Moletom Diana Farm,"R$ 311,92",Moletom,,Branco,Feminino,Código: 871550000,https://lojalevis.vteximg.com.br/arquivos/ids/375886-640-640/871550000_3.jpg?v=637363901453230000,https://www.levi.com.br/moletom-diana-farm-8715500000000/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 83,93",Camiseta,100% Algodão,Rosa,Feminino,Código: LB0012133,https://lojalevis.vteximg.com.br/arquivos/ids/408930-640-640/LB0012133_1.jpg?v=637492130709530000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00121332133/p,12-04-2022
Calça Jeans Levis 311 Shaping Skinny,"R$ 399,90",Calça,,,,,https://lojalevis.vteximg.com.br/arquivos/ids/468895-640-640/19626-0331_1.jpg?v=637843604504600000,https://www.levi.com.br/calca-jeans-levis-311-shaping-skinny-1962603310331/p,12-04-2022
Camiseta Levis Cropped Jordie Tee,"R$ 149,90",Camiseta,100% Algodão,Rosa,Feminino,Código: LB0013072,https://lojalevis.vteximg.com.br/arquivos/ids/468955-640-640/LB001-3072_1.jpg?v=637843604731030000,https://www.levi.com.br/camiseta-levis-cropped-jordie-tee-lb00130723072/p,12-04-2022
Calça Jeans Levis 501® Crop,"R$ 559,90",Calça,100% Algodão,Lavagem Média,Feminino,Código: 362000217,https://lojalevis.vteximg.com.br/arquivos/ids/462091-640-640/36200-0217_1.jpg?v=637828063961930000,https://www.levi.com.br/calca-jeans-levis-501-crop-3620002170217/p,12-04-2022
Calça Ribcage Crop Farm,"R$ 423,92",Calça,,Lavagem Média,Feminino,Código: 871590000,https://lojalevis.vteximg.com.br/arquivos/ids/386608-640-640/871590000_01.jpg?v=637382275720900000,https://www.levi.com.br/calca-ribcage-crop-farm-8715900000000/p,12-04-2022
Camisa Levis Jadon Denim Shirt,"R$ 499,90",Camisa,100% Algodão,Rosa,Feminino,Código: A17760005,https://lojalevis.vteximg.com.br/arquivos/ids/466085-640-640/A1776-0005_1.jpg?v=637829007256400000,https://www.levi.com.br/camisa-levis-jadon-denim-shirt-a177600050005/p,12-04-2022
Camiseta Levi's Arlo Garment Dye Crew,"R$ 111,93",Camiseta,100% Algodão,Laranja,Feminino,Código: 197190004,https://lojalevis.vteximg.com.br/arquivos/ids/412851-640-640/197190004_1.jpg?v=637503119603630000,https://www.levi.com.br/camiseta-levis-arlo-garment-dye-crew-1971900040004/p,12-04-2022
Camiseta Levis Vetiver Rib Set,"R$ 289,90",Camiseta,"35% Algodão, 35% Modal, 25% Poliester, 5% Elastano",Preto,Feminino,Código: A17790001,https://lojalevis.vteximg.com.br/arquivos/ids/458439-640-640/A17790001_1.jpg?v=637805161064570000,https://www.levi.com.br/camiseta-levis-vetiver-rib-set-a177900010001/p,12-04-2022
Blusa Levis Kaila Puff Slv,"R$ 339,90",Blusa,100% Poliester,Preto,Feminino,Código: A17850000,https://lojalevis.vteximg.com.br/arquivos/ids/458416-640-640/A17850000_1.jpg?v=637805160946130000,https://www.levi.com.br/blusa-levis-kaila-puff-slv-a178500000000/p,12-04-2022
Camiseta Levi's Arlo Garment Dye Crew,"R$ 111,93",Camiseta,100% Algodão,Verde,Feminino,Código: 197190007,https://lojalevis.vteximg.com.br/arquivos/ids/412846-640-640/197190007_1.jpg?v=637503119575670000,https://www.levi.com.br/camiseta-levis-arlo-garment-dye-crew-1971900070007/p,12-04-2022
Calça Levis High Loose,"R$ 539,90",Calça,"77% Algodão, 23% Hemp",Lavagem Média,Feminino,Código: 268720014,https://lojalevis.vteximg.com.br/arquivos/ids/462131-640-640/26872-0014_1.jpg?v=637828064113200000,https://www.levi.com.br/calca-levis-high-loose-2687200140014/p,12-04-2022
Calça Jeans Levi's 720 High Rise Super Skinny,"R$ 239,90",Calça,"85% Algodão, 12% Poliéster, 3% Elastano",Lavagem Escura,Feminino,Código: 527970293 Produto: Calça Jeans Levi's 720 High Rise Super Skinny Categoria: Jeans Cor / Lavagem: Lavagem Escura Modelagem: Skinny Altura da Cintura: Alta Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433987-640-640/527970293_1.jpg?v=637650697670670000,https://www.levi.com.br/calca-jeans-levis-720-high-rise-super-skinny-5279702930293/p,12-04-2022
Camiseta Levis Cropped Jordie Tee,"R$ 149,90",Camiseta,100% Algodão,Amarelo,Feminino,Código: LB0013046,https://lojalevis.vteximg.com.br/arquivos/ids/468755-640-640/LB001-3046_1.jpg?v=637843603915270000,https://www.levi.com.br/camiseta-levis-cropped-jordie-tee-lb00130463046/p,12-04-2022
Calça Jeans Levi's 711 Skinny,"R$ 329,90",Calça,"60% Algodão, 22% Viscose, 16% Poliéster, 2% Elastano",Lavagem Média,Feminino,Código: 188810208 Produto: Calça Jeans Levi's 711 Skinny Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Skinny Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/440898-640-640/188810208_1.jpg?v=637660442324170000,https://www.levi.com.br/calca-jeans-levis-711-skinny-1888102080208/p,12-04-2022
Camiseta Levis Cropped Jordie Tee,"R$ 149,90",Camiseta,100% Algodão,Azul,Feminino,Código: LB0013047,https://lojalevis.vteximg.com.br/arquivos/ids/468750-640-640/LB001-3047_1.jpg?v=637843603893530000,https://www.levi.com.br/camiseta-levis-cropped-jordie-tee-lb00130473047/p,12-04-2022
Polo Levis Jeni Cropped,"R$ 229,90",Polo,"96% Algodão, 4% Spandex",Listrado,Feminino,Código: A19220001,https://lojalevis.vteximg.com.br/arquivos/ids/462328-640-640/A1922-0001_1.jpg?v=637828064892730000,https://www.levi.com.br/polo-levis-jeni-cropped-a192200010001/p,12-04-2022
Shorts Jeans Levi's 501® Original,"R$ 299,90",Shorts,"99% Algodão, 1% Elastano",Lavagem Média,Feminino,Código: 563270225 Produto: Shorts Jeans Levi's 501® Original Categoria: Shorts Cor / Lavagem: Lavagem Média Modelagem: Shorts curto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441607-640-640/563270225_1.jpg?v=637660446145570000,https://www.levi.com.br/shorts-jeans-levis-501-original-5632702250225/p,12-04-2022
Blusa Levi's Cordelia,"R$ 195,93",Blusa,100% Poliéster,Verde,Feminino,Código: 296890002,https://lojalevis.vteximg.com.br/arquivos/ids/409109-640-640/296890002_1.jpg?v=637492131657730000,https://www.levi.com.br/blusa-levis-cordelia-2968900020002/p,12-04-2022
Moletom Levi's Melrose,"R$ 209,93",Moletom,"90% Algodão, 10% Poliéster",Branco,Feminino,Código: 343630013,https://lojalevis.vteximg.com.br/arquivos/ids/409053-640-640/343630013_1.jpg?v=637492131369070000,https://www.levi.com.br/moletom-levis-melrose-3436300130013/p,12-04-2022
Camisa Levi's Eunice Utility,"R$ 139,95",Camisa,100% Poliéster,Laranja,Feminino,Código: 289340004,https://lojalevis.vteximg.com.br/arquivos/ids/413034-640-640/289340004_1.jpg?v=637503120751430000,https://www.levi.com.br/camisa-levis-eunice-utility-2893400040004/p,12-04-2022
Shorts Jeans Levi's 501® Original,"R$ 209,90",Shorts,100% Algodão,Rosa,Feminino,Código: 563270202 Produto: Shorts Jeans Levi's 501® Original Categoria: Shorts Cor / Lavagem: Rosa Modelagem: Shorts curto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441637-640-640/563270202_1.jpg?v=637660446293570000,https://www.levi.com.br/shorts-jeans-levis-501-original-5632702020202/p,12-04-2022
Calça Jeans Levi's 311 Shaping Skinny,"R$ 319,90",Calça,"71% Algodão, 21% Viscose, 6% Poliéster, 2% Elastano",Lavagem Clara,Feminino,"A Calça Jeans Levis 311 Shaping Skinny é perfeita para criar um look despojado no dia a dia. O fit possui cintura média e modela do quadril às coxas, valorizando a silhueta.",https://lojalevis.vteximg.com.br/arquivos/ids/433616-640-640/196260288_1.jpg?v=637650695610130000,https://www.levi.com.br/calca-jeans-levis-311-shaping-skinny-1962602880288/p,12-04-2022
Jaqueta Jeans Levi's Pleat Sleeve Trucker,"R$ 399,90",Jaqueta,100% Algodão,Azul,Feminino,Código: 856810002 Produto: Jaqueta Jeans Levi's Pleat Sleeve Trucker Categoria: Jaquetas Cor / Lavagem: Azul Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424034-640-640/856810002_1.jpg?v=637642025435030000,https://www.levi.com.br/jaqueta-jeans-levis-pleat-sleeve-trucker-8568100020002/p,12-04-2022
Moletom Levis Graphic Standard Crew,"R$ 379,90",Moletom,"60% Algodão, 40% Poliester",Rosa,Feminino,Código: A26430004,https://lojalevis.vteximg.com.br/arquivos/ids/466258-640-640/A2643-0004_1.jpg?v=637834237816800000,https://www.levi.com.br/moletom-levis-graphic-standard-crew-a264300040004/p,12-04-2022
Camiseta Levis The Perfect Tee,"R$ 149,90",Camiseta,100% Algodão,Preto,Feminino,Código: LB0013058,https://lojalevis.vteximg.com.br/arquivos/ids/468737-640-640/LB001-3058_1.jpg?v=637843603841770000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00130583058/p,12-04-2022
Shorts Jeans Levi's Ribcage,"R$ 189,90",Shorts,"99% Algodão, 1% Elastano",Lavagem Média,Feminino,Código: 778790005 Produto: Shorts Jeans Levi's Ribcage Categoria: Shorts Cor / Lavagem: Lavagem Média Modelagem: Shorts curto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/331117-640-640/7787900050005_01.jpg?v=636990844577900000,https://www.levi.com.br/shorts-jeans-levis-ribcage-7787900050005/p,12-04-2022
Blusa Levis Daphne Scrunchie Blouse,"R$ 339,90",Blusa,"99% Algodão, 1% Spandex",Rosa,Feminino,Código: A19060002,https://lojalevis.vteximg.com.br/arquivos/ids/462524-640-640/A1906-0002_1.jpg?v=637828065736600000,https://www.levi.com.br/blusa-levis-daphne-scrunchie-blouse-a190600020002/p,12-04-2022
Shorts Jeans Levi's Ribcage,"R$ 249,90",Shorts,"99% Algodão, 1% Elastano",Lavagem Média,Feminino,Código: 778790066 Produto: Shorts Jeans Levi's Ribcage Categoria: Shorts Cor / Lavagem: Lavagem Média Modelagem: Shorts curto Altura da Cintura: Alta Fecho: Botão Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441715-640-640/778790066_1.jpg?v=637660446670230000,https://www.levi.com.br/shorts-jeans-levis-ribcage-7787900660066/p,12-04-2022
Shorts Levi's Marty Sweatshort,"R$ 259,90",Shorts,100% Algodão,Colorido,Feminino,Código: A08440000 Produto: Shorts Levi's Marty Sweatshort Categoria: Shorts Cor / Lavagem: Colorido Modelagem: Shorts curto Altura da Cintura: Intermediária Fecho: Elástico Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424856-640-640/A08440000_1.jpg?v=637642031436600000,https://www.levi.com.br/shorts-levis-marty-sweatshort-a084400000000/p,12-04-2022
Saia Levis Ribcage Skirt,,Saia,"79% Algodão, 21% Lyocell",Lavagem Média,Feminino,Código: 278890005,https://lojalevis.vteximg.com.br/arquivos/ids/462252-640-640/27889-0005_1.jpg?v=637828064577770000,https://www.levi.com.br/saia-levis-ribcage-skirt-2788900050005/p,12-04-2022
Jaqueta Levi's Romantic Biker,"R$ 482,93",Jaqueta,100% Algodão,Lavagem Clara,Feminino,Código: 229200001,https://lojalevis.vteximg.com.br/arquivos/ids/412961-640-640/229200001_1.jpg?v=637503120346830000,https://www.levi.com.br/jaqueta-levis-romantic-biker-2292000010001/p,12-04-2022
Jaqueta Levis Edie Packable Jacket,"R$ 1.299,00",Jaqueta,100% Poliester,Preto,Feminino,Código: A06750000,https://lojalevis.vteximg.com.br/arquivos/ids/458324-640-640/A06750000_1.jpg?v=637805160440170000,https://www.levi.com.br/jaqueta-levis-edie-packable-jacket-a067500000000/p,12-04-2022
Calça Levis High Loose,"R$ 539,90",Calça,"77% Algodão, 23% Hemp",Lavagem Clara,Feminino,Código: 268720015,https://lojalevis.vteximg.com.br/arquivos/ids/469576-640-640/26872-0015_1.jpg?v=637848745135000000,https://www.levi.com.br/calca-levis-high-loose-2687200150015/p,12-04-2022
Jaqueta Levis Original Trucker,"R$ 599,90",Jaqueta,100% Algodão,Rosa,Feminino,Código: 299450121,https://lojalevis.vteximg.com.br/arquivos/ids/466077-640-640/29945-0121_1.jpg?v=637829001126430000,https://www.levi.com.br/jaqueta-levis-original-trucker-2994501210121/p,12-04-2022
Camiseta Levis Classic Fit Tee,"R$ 189,90",Camiseta,100% Algodão (Organico),Verde,Feminino,Código: A17120013,https://lojalevis.vteximg.com.br/arquivos/ids/468967-640-640/A1712-0013_1.jpg?v=637843604777000000,https://www.levi.com.br/camiseta-levis-classic-fit-tee-a171200130013/p,12-04-2022
Camiseta Levis Rib Baby Tee,"R$ 149,90",Camiseta,100% Algodão,Bege,Feminino,Código: 376970040,https://lojalevis.vteximg.com.br/arquivos/ids/458355-640-640/376970040_1.jpg?v=637805160603670000,https://www.levi.com.br/camiseta-levis-rib-baby-tee-3769700400040/p,12-04-2022
Blusa Levis Rey Smocked,"R$ 379,90",Blusa,"82% Algodão, 18% Lyocell",Azul,Feminino,Código: A18810002,https://lojalevis.vteximg.com.br/arquivos/ids/462531-640-640/A1881-0002_1.jpg?v=637828065764900000,https://www.levi.com.br/blusa-levis-rey-smocked-a188100020002/p,12-04-2022
Camiseta Levis Vintage Raglan Crew,"R$ 379,90",Camiseta,"60% Algodão, 40% Poliester",Branco,Feminino,Código: 187220070,https://lojalevis.vteximg.com.br/arquivos/ids/462422-640-640/18722-0070_1.jpg?v=637828065283230000,https://www.levi.com.br/camiseta-levis-vintage-raglan-crew-1872200700070/p,12-04-2022
Moletom Levis Snack Sweatshirt,"R$ 499,90",Moletom,100% Algodão,Lilás,Feminino,Código: A18980002,https://lojalevis.vteximg.com.br/arquivos/ids/462351-640-640/A1898-0002_1.jpg?v=637828064985430000,https://www.levi.com.br/moletom-levis-snack-sweatshirt-a189800020002/p,12-04-2022
Camiseta Levis Ringer Infantil,"R$ 69,93",Camiseta,100% Algodão,"Branco, Colorido",Menino,Código: LK0010085 Produto: Camiseta Levis Ringer Infantil Categoria: Camisetas Cor / lavagem: Branco/Colorido Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2020 Gênero: Meninos Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/408659-640-640/LK0010085_1.jpg?v=637420994250070000,https://www.levi.com.br/camiseta-levis-ringer-infantil-lk00100850085/p,12-04-2022
