name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Calça Masculina Sarja Chino,"R$ 199,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,BRANCO,Masculino,"Calça masculina confeccionada em tecido sarja, modelo chino. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/427955-639-876/BNMCS128_510_1-CALCA-MASCULINA-SARJA-CHINO.jpg?v=637837290821770000,https://www.tng.com.br/calca-masculina-sarja-chino-branco-bnmcs128-510/p,12-04-2022
Polo Piquet Mc Frisos Co,"R$ 48,99",Estampada,Estampada,100% ALGODAO,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/343817-639-876/BNMPCA47_350_1-POLO-PIQUET-MC-FRISOS-CO.jpg?v=637178029112470000,https://www.tng.com.br/polo-piquet-mc-frisos-co-branco-bnmpca47-350/p,12-04-2022
Polo Piquet Mc Frisos Co,"R$ 49,99",Estampada,Estampada,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/340010-639-876/BNMPCA52_705_1-POLO-PIQUET-MC-FRISOS-CO.jpg?v=637176562281570000,https://www.tng.com.br/polo-piquet-mc-frisos-co-azul-bnmpca52-705/p,12-04-2022
Bermuda Sarja Pires Chino,"R$ 59,99",Bermudas,Bermudas de Sarja,56% POLIAMIDA 37% POLIESTER 7% ELASTANO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/369804-639-876/BNMBS130_750_1-PIRES-BERMUDA-CHINO.jpg?v=637305068344600000,https://www.tng.com.br/bermuda-sarja-pires-chino-azul-bnmbs130-750/p,12-04-2022
Polo Piquet Mc Friso Co,"R$ 49,99",Estampada,Estampada,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/352427-639-876/BNMPCA55_750_1-POLO-PIQUET-MC-FRISO-CO.jpg?v=637227626191670000,https://www.tng.com.br/polo-piquet-mc-friso-co-azul-bnmpca55-750/p,12-04-2022
Bermuda Sarja Pires Chino,"R$ 59,99",Bermudas,Bermudas de Sarja,56% POLIAMIDA 37% POLIESTER 7% ELASTANO,CINZA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/369849-639-876/BNMBS130_970_1-PIRES-BERMUDA-CHINO.jpg?v=637305068776770000,https://www.tng.com.br/bermuda-sarja-pires-chino-cinza-bnmbs130-970/p,12-04-2022
Jaqueta Pu Gola Alta Com Bolsos,"R$ 499,99",Casacos,Jaquetas,100% PU,AZUL,Masculino,"Jaqueta Pu Gola Alta com bolsos frontais, produto composto por 100% PU peça moderna e confortavél.",https://storetng.vteximg.com.br/arquivos/ids/402725-639-876/I20MJP05_750_1-JAQUETA-PU-GOLA-ALTA.jpg?v=637578232746900000,https://www.tng.com.br/jaqueta-pu-gola-alta-com-bolsos-azul-i20mjp05-750/p,12-04-2022
Jaqueta Pu Com Elástico Manga Longa,"R$ 499,99",Casacos,Jaquetas,100% PU,CHUMBO,Masculino,"Jaqueta Pu Com Elástico com bolsos frontais, manga com detalhe diferenciado, peça cheia de estilo, composta por 100% PU.",https://storetng.vteximg.com.br/arquivos/ids/402735-639-876/I20MJP06_970_1-JAQUETA-PU-COM-ELASTICO.jpg?v=637578232836100000,https://www.tng.com.br/jaqueta-pu-com-elastico-manga-longa-chumbo-i20mjp06-970/p,12-04-2022
Jaqueta Pu Tinturado Com Bolsos,"R$ 499,99",Casacos,Jaquetas,100% PU,PRETO,Masculino,"Jaqueta Pu Tinturado Com Bolsos é composta por 100% PU. Gola com botões diferenciados, produto estiloso e super versatil.",https://storetng.vteximg.com.br/arquivos/ids/402704-639-876/I20MJP02_950_1-JAQUETA-PU-TINTURADO.jpg?v=637578232538270000,https://www.tng.com.br/jaqueta-pu-tinturado-com-bolsos-preto-i20mjp02-950/p,12-04-2022
Camiseta The Lover,"R$ 119,99",Camisetas e Cropped,Camisetas e Cropped,96% VISCOSE 4% ELASTANO,VERDE LIMAO,Feminino,,https://storetng.vteximg.com.br/arquivos/ids/424438-639-876/V21FMMC27_809_1-CAMISETA-THE-LOVER.jpg?v=637762356348270000,https://www.tng.com.br/camiseta-the-lover-verde-limao-v21fmmc27-809/p,12-04-2022
Camiseta Manga Dobra,"R$ 99,99",Camisetas e Cropped,Camisetas e Cropped,96% VISCOSE 4% ELASTANO,VERDE OLIVA,Feminino,"Camiseta manga curta dobrada, gola careca. Composição mista.",https://storetng.vteximg.com.br/arquivos/ids/415727-639-876/V21FMMC23_876_1-CAMISETA-MANGA-DOBRA.jpg?v=637718001183900000,https://www.tng.com.br/camiseta-manga-dobra-verde-oliva-v21fmmc23-876/p,12-04-2022
Camisao Chemise Tricoline,"R$ 179,99",Blusas,Blusas,97% ALGODAO 3% ELASTANO,BR-BRANCO,Feminino,"Camisão de manga longa, fecho frontal de botões. Composição mista.",https://storetng.vteximg.com.br/arquivos/ids/414243-639-876/V21FHCP11_350_1-CAMISAO-CHEMISE-TRICOLINE.jpg?v=637717431966300000,https://www.tng.com.br/camisao-chemise-tricoline-br-branco-v21fhcp11-350/p,12-04-2022
Calça Jeans Mom Com Amarracao,"R$ 239,99",Calças,Calças Jeans,100% ALGODAO,LCL - 99 CLARA,Feminino,"Calça jeans mom, cintura alta com amarração na cintura. Composição:100% algodão.",https://storetng.vteximg.com.br/arquivos/ids/415408-639-876/V21FCJD03_790_1-CALCA-JEANS-MOM-COM-AMARRACAO.jpg?v=637717999042130000,https://www.tng.com.br/calca-jeans-mom-com-amarracao-lcl---99-clara-v21fcjd03-790/p,12-04-2022
Vestido Curto Drapeado Manga 3/4 Em Viscose,"R$ 219,99",Macacões e Vestidos,Macacões e Vestidos,100% VISCOSE,PT-PRETO,Feminino,"Vestido Curto Drapeado Manga 3/4 é composto por 100% viscose na estampa lisa, e multicolores. Modelo confortavél e ótimo para os dias mais quentes.",https://storetng.vteximg.com.br/arquivos/ids/409708-639-876/V21FVEP13_950_1-VESTIDO-CURTO-DRAPEADO.jpg?v=637683728126630000,https://www.tng.com.br/vestido-curto-drapeado-manga-3-4-em-viscose-pt-preto-v21fvep13-950/p,12-04-2022
Camiseta Estampa Costas,"R$ 89,99",Camisetas e Cropped,Camisetas e Cropped,48% VISCOSE 48% MODAL 4%ELASTANO,PINK,Feminino,Camiseta feminina cropped confeccionada em tecido misto. Caimento solto ao corpo. Mangas curta com decote redondo. Detalhe nas costas com estampa escrita colorida.,https://storetng.vteximg.com.br/arquivos/ids/416473-639-876/V21FMMC13_660_1-CAMISETA-ESTAMPA-COSTAS.jpg?v=637722582047830000,https://www.tng.com.br/camiseta-estampa-costas-pink-v21fmmc13-660/p,12-04-2022
Camiseta In/Out Bordado,"R$ 99,99",Camisetas e Cropped,Camisetas e Cropped,100% ALGODAO,BR-BRANCO,Feminino,Camiseta manga curta com bordado localizado. Composição:100% algodão.,https://storetng.vteximg.com.br/arquivos/ids/416444-639-876/V21FMMC24_350_1-CAMISETA-IN-OUT-BORDADO.jpg?v=637720674022300000,https://www.tng.com.br/camiseta-in-out-bordado-br-branco-v21fmmc24-350/p,12-04-2022
Macacão Canelado Amplo,"R$ 259,99",Macacões e Vestidos,Macacões e Vestidos,,PINK,Feminino,"Macacão comprido, com decote em v e alças finas.",https://storetng.vteximg.com.br/arquivos/ids/410816-639-876/V21FMCM01_660_1-MACACAO-CANELADO-AMPLO.jpg?v=637693210082670000,https://www.tng.com.br/macacao-canelado-amplo-pink-v21fmcm01-660/p,12-04-2022
Blusa Ampla,"R$ 89,99",Blusas,Blusas,100% ALGODAO,VERDE PISCINA,Feminino,,https://storetng.vteximg.com.br/arquivos/ids/413972-639-876/V21FBLL13_841_1-BLUSA-AMPLA.jpg?v=637717429499400000,https://www.tng.com.br/blusa-ampla-verde-piscina-v21fbll13-841/p,12-04-2022
Vestido Midi Com Lastex Na Cintura,"R$ 299,99",Macacões e Vestidos,Macacões e Vestidos,97% ALGODAO 3% ELASTANO,PT-PRETO,Feminino,"Vestido Midi Com Lastex Na Cintura confeccionado na maior parte em algodão, o modelo é leve e sofisticado, conta com um decote v e é multicolores. Pode ser utilizado em várias ocasiões.",https://storetng.vteximg.com.br/arquivos/ids/431404-639-876/V21FVEP08_950_1-VESTIDO-MIDI-COM-LASTEX-NA-CINTURA.jpg?v=637849267248900000,https://www.tng.com.br/vestido-midi-com-lastex-na-cintura-pt-preto-v21fvep08-950/p,12-04-2022
Blusa Renda Manga Longa,"R$ 79,99",Blusas,Blusas,,VERDE MILITAR,Feminino,"Blusa Renda Manga Longa é composta por 95% poliester e 5% elastano, conta com uma estampa floral e delicada, ótima para looks mais sofisticado.",https://storetng.vteximg.com.br/arquivos/ids/414965-639-876/V21FBLL03_850_1-BLUSA-RENDA.jpg?v=637717441143570000,https://www.tng.com.br/blusa-renda-manga-longa-verde-militar-v21fbll03-850/p,12-04-2022
Calça Jeans Skinny Com Silk e Respingos,"R$ 179,99",Calças,Calças Jeans,97% ALGODAO 3% ELASTANO,LCM-MEDIA CLARA,Feminino,"Calça Jeans Skinny Com Silk E Respingos conta com uma lavagem diferenciada, modelo skinny, ótimo para o dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/412665-639-876/V21FCJD14_817_1-CALCA-JEANS-SKINNY-C-SILK-E-RESPINGOS.jpg?v=637703415913270000,https://www.tng.com.br/calca-jeans-skinny-com-silk-e-respingos-lcm-media-clara-v21fcjd14-817/p,12-04-2022
Blusa Pu Babados,"R$ 159,99",Blusas,Blusas,100% POLIESTER,VINHO,Feminino,,https://storetng.vteximg.com.br/arquivos/ids/401130-639-876/I21FBLC05_188_1-BLUSA-PU-BABADOS.jpg?v=637541952137330000,https://www.tng.com.br/blusa-pu-babados-vinho-i21fblc05-188/p,12-04-2022
Shorts Curto De Pu Jl,"R$ 119,99",Shorts,Shorts,100% POLIESTER,PT-PRETO,Feminino,Shorts de PU com regulagem na cintura.,https://storetng.vteximg.com.br/arquivos/ids/405386-639-876/I20FSHP01_950_1-SHORTS-CURTO-DE-PU-JL.jpg?v=637647110355130000,https://www.tng.com.br/shorts-curto-de-pu-jl-pt-preto-i20fshp01-950/p,12-04-2022
,,Camisetas e Cropped,Camisetas e Cropped,97% VISCOSE 3% ELASTANO,BRANCO,Feminino,CAMISETA CARECA DO IT,https://storetng.vteximg.com.br/arquivos/ids/341533-292-292/V19FKCW11_350_1-CAMISETA-CARECA-DO-IT.jpg?v=637176587517830000,https://www.tng.com.br/camiseta-careca-do-it-branco-v19fkcw11-350/p,12-04-2022
Calça Feminina Jeans Skinny Delavê,"R$ 119,99",Calças,Calças Jeans,83% ALGODAO 15% POLIESTER 2% ELASTANO,JEANS,Feminino,"Calça feminina modelo skinny confeccionada em tecido jeans delavê. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/175399-639-876/BNFCJD54_790_1-CALCA-FEMININA-JEANS-SKINNY-DELAVE.jpg?v=636837957171430000,https://www.tng.com.br/calca-feminina-jeans-skinny-delave-jeans-bnfcjd54-790/p,12-04-2022
,,Shorts,Shorts,100% ALGODAO,AZUL,Feminino,"O Short Jeans Claro é a cara do verão! Seu comprimento somado à lavagem jeans clara propõe um visual fresh, que combina super bem com cores vibrantes. O short é bem despojado, tem barra dobrada, bolsos frontais e posteriores e detalhes puídos. É uma peça que definitivamente não pode faltar no guarda-roupa feminino!",https://storetng.vteximg.com.br/arquivos/ids/270087-292-292/V17FSHJ11_790_1-SHORT-JEANS-CLARO.jpg?v=637165339668070000,https://www.tng.com.br/short-jeans-claro-azul-v17fshj11-790/p,12-04-2022
Calça Feminina Jeans Skinny,"R$ 99,99",Calças,Calças Jeans,100% ALGODAO,PRETO,Feminino,"Calça feminina confeccionada em tecido jeans, modelo skinny. Possui fechamento por botão e ziper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/283834-639-876/BNFCJD67_747_1-CALCA-FEMININA-JEANS-SKINNY.jpg?v=637166196160500000,https://www.tng.com.br/calca-feminina-jeans-skinny-preto-bnfcjd67-747/p,12-04-2022
Suéter Feminino Tricô Open Shoulder,"R$ 99,99",Casacos,Suéter,100% POLIESTER,VERMELHO,Feminino,"Suéter Feminino confeccionado em tricô, modelo open shoulder. Possui decote redondo, manga longa, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/393694-639-876/I18FRY06_608_1-SUETER--FEMININO-TRICO-OPEN-SHOULDER.jpg?v=637453686259570000,https://www.tng.com.br/sueter-feminino-trico-open-shoulder-vermelho-i18fry06-608/p,12-04-2022
Sandália Feminina Meia Pata,"R$ 19,99",Calçados,Sandálias,100 % COURO,PRETO,Feminino,"Sandália feminina confeccionada em couro, detalhe tiras transpassadas no cabedal. Possui parte interna acolchoada e palmilha macia, fechamento por tira para amarração e zíper no calcanhar, salto com meia pata, solado com frisos antiderrapante garantindo maior segurança e conforto ao caminhar.",https://storetng.vteximg.com.br/arquivos/ids/346810-639-876/I18FSAS02_950_1-SANDALIA-FEMININA-MEIA-PATA.jpg?v=637199791309500000,https://www.tng.com.br/sandalia-feminina-meia-pata-preto-i18fsas02-950/p,12-04-2022
Calça Feminina Jeans Skinny Destroyed,"R$ 39,99",Calças,Calças Jeans,98% ALGODAO 2% ELASTANO,AZUL,Feminino,"Calça feminina confeccionada em tecido jeans, modelo skinny, detalhe destroyed nos joelhos. Possui fechamento por botao e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/189689-639-876/V17FCJD37_771_1-CALCA-FEMININA-JEANS-SKINNY-DESTROYED.jpg?v=636875685439330000,https://www.tng.com.br/calca-feminina-jeans-skinny-destroyed-azul-v17fcjd37-771/p,12-04-2022
Blusa Feminina Com Silk,"R$ 27,99",Blusas,Blusas,100% ALGODAO,BRANCO,Feminino,"Blusa feminina confeccionada em algodão com silk mulher frontal com frase ""Enjoy the simple pleasures in life"" em cor contrastante na parte frontal. Possui manga curta, decote redondo em ribana e acabamento em costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/165517-639-876/V17FKCD50_350_1-BLUSA-FEMININA-COM-SILK.jpg?v=636828591805570000,https://www.tng.com.br/blusa-feminina-com-silk-branco-v17fkcd50-350/p,12-04-2022
Blusa Feminina Silk Flower Enjoy,"R$ 27,99",Blusas,Blusas,100% ALGODAO,OFF WHITE,Feminino,"Blusa Feminina confeccionada em algodão meia malha, detalhe silk flower enjoy na frontal. Possui decote redondo, manga curta, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/282519-639-876/V17FKCW165_354_1-BLUSA-FEMININA-SILK-FLOWER-ENJOY.jpg?v=637166178999730000,https://www.tng.com.br/blusa-feminina-silk-flower-enjoy-off-white-v17fkcw165-354/p,12-04-2022
Calça Sarja Color Skinny,"R$ 79,99",Calças,Calça Sarja,98% ALGODAO 2% ELASTANO,AMARELO,Feminino,"Calça é confeccionada em sarja de algodão com elastano. Possui cós fixo com passantes para cinto, bolsos posteriores, braguilha, modelagem skinny e fechamento por botão e zíper. Ideal para compor looks no dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/408505-639-876/BNFCCD68_540_1-CALCA-SARJA-COLOR-SKINNY.jpg?v=637683714167670000,https://www.tng.com.br/calca-sarja-color-skinny-amarelo-bnfccd68-540/p,12-04-2022
Calça Feminina Pantacourt Estampa Floral,"R$ 29,99",Calças,Calças Jeans,,ROSA,Feminino,"Calça feminina confeccionada em tecido canelado com estampa floral, modelo pantacourt. Possui cós com elástico, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/195466-639-876/I19FCM01_565_1-CALCA-FEMININA-PANTACOURT-ESTAMPA--FLORAL.jpg?v=636900093507000000,https://www.tng.com.br/calca-feminina-pantacourt-estampa-floral-rosa-i19fcm01-565/p,12-04-2022
Short Feminino Bolsos,"R$ 29,99",Shorts,Shorts,50% POLIESTER 50% ALGODAO,CINZA,Feminino,"Short Feminino confeccionado em poliéster e algodão. Possui cós com elástico e tira para amarração, bolsos frontais, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/279966-639-876/I19FSHM02_901_1-SHORT-FEMININO-BOLSOS.jpg?v=637165988542270000,https://www.tng.com.br/short-feminino-bolsos-cinza-i19fshm02-901/p,12-04-2022
Tênis Feminino Meia Cano Alto,"R$ 99,99",Calçados,Tênis,100% PU,CINZA,Feminino,"Tênis Feminino confeccionado em tecido com elasticidade proporcionando melhor conforto aos pés, modelo meia com cano alto, detalhe da marca no Calçanhar. Possui parte interna acolchoada e palmilha macia, solado com frisos antiderrapante garantindo maior segurança e conforto ao caminhar. - Medida aproximado do solado: 4cm",https://storetng.vteximg.com.br/arquivos/ids/197297-639-876/I19FTEC01_920_1-TENIS-FEMININO-MEIA-CANO-ALTO.jpg?v=636916401148400000,https://www.tng.com.br/tenis-feminino-meia-cano-alto-cinza-i19ftec01-920/p,12-04-2022
Camiseta Feminina Silk Show Your Power,"R$ 19,99",Camisetas e Cropped,Camisetas e Cropped,100 % COURO,CINZA,Feminino,"Camiseta feminina confeccionada em malha, detalhe silk na frontal. Possui decote redondo, manga curta, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/337979-639-876/I19FKDW05_354_1-CAMISETA-FEMININA-SILK-SHOW-YOUR-POWER.jpg?v=637176542920030000,https://www.tng.com.br/camiseta-feminina-silk-show-your-power-cinza-i19fkdw05-354/p,12-04-2022
Suéter Feminino Tricô,"R$ 69,99",Casacos,Suéter,100% POLIESTER,PRETO,Feminino,"Suéter Feminino confeccionado em tricô. Possui decote redondo, manga longa com punhos sobrados, acabamento em ribana e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/204762-639-876/I18FRY11_950_1-SUETER-FEMININO-TRICO.jpg?v=636970024490900000,https://www.tng.com.br/sueter-feminino-trico-preto-i18fry11-950/p,12-04-2022
Suéter Feminino Tricô Listrado,"R$ 69,99",Casacos,Suéter,70% VISCOSE 25% POLIAMIDA 5% ELASTANO,PRETO,Feminino,"Suéter Feminino confeccionado em tricô com listras. Possui decote v, manga longa, acabamento em ribana e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/205186-639-876/V18FRD10_950_1-SUETER-FEMININO-TRICO-LISTRADO.jpg?v=636970041176970000,https://www.tng.com.br/sueter-feminino-trico-listrado-preto-v18frd10-950/p,12-04-2022
Suéter Feminino Tricô,"R$ 39,99",Casacos,Suéter,100% ALGODAO,ROSA,Feminino,"Suéter Feminino confeccionado em tricô. Possui decote v, manga longa, acabamento em ribana e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/202650-639-876/I18FRD14_643_1-SUETER-FEMININO-TRICO.jpg?v=636958566085100000,https://www.tng.com.br/sueter-feminino-trico-rosa-i18frd14-643/p,12-04-2022
Polo Básica Manga Curta,"R$ 19,99",Blusas,Blusas,100% ALGODAO,AZUL,Feminino,"Se engana quem acha que camisa polo não é uma peça estilosa. Confeccionada em algodão, a Polo Básica Manga Curta é um ótimo modelo para ter no guarda-roupa feminino. Além de confortável, tem mangas curtas e botões frontais. Para sair do óbvio, a dica é combinar a polo com peças de cintura alta, como saias ou calças jeans.",https://storetng.vteximg.com.br/arquivos/ids/225040-639-876/BNFPCA14_750_1-POLO-BASICA.jpg?v=637072593197670000,https://www.tng.com.br/polo-basica-manga-curta-azul-bnfpca14-750/p,12-04-2022
Calça Sarja Color Skinny,"R$ 79,99",Calças,Calça Sarja,98% ALGODAO 2% ELASTANO,AZUL,Feminino,"Calça é confeccionada em sarja de algodão com elastano. Possui cós fixo com passantes para cinto, bolsos posteriores, braguilha, modelagem skinny e fechamento por botão e zíper. Ideal para compor looks no dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/378904-639-876/BNFCCD68_750_1-CALCA-SARJA-COLOR-SKINNY.jpg?v=637353637938700000,https://www.tng.com.br/calca-sarja-color-skinny-azul-bnfccd68-750/p,12-04-2022
Tricot Gola Careca,"R$ 99,99",Casacos,Suéter,100% ALGODAO,VERMELHO,Feminino,TRICOT GOLA CARECA,https://storetng.vteximg.com.br/arquivos/ids/357040-639-876/I19FRW01_125_1-TRICOT-GOLA-CARECA.jpg?v=637243008696530000,https://www.tng.com.br/tricot-gola-careca-vermelho-i19frw01-125/p,12-04-2022
Tricot Gola Careca,"R$ 99,99",Casacos,Suéter,100% ALGODAO,PRETO,Feminino,TRICOT GOLA CARECA,https://storetng.vteximg.com.br/arquivos/ids/203301-639-876/I19FRW01_950_1-TRICOT-GOLA-CARECA.jpg?v=636964659622600000,https://www.tng.com.br/tricot-gola-careca-preto-i19frw01-950/p,12-04-2022
Calça Jeans Cigarrete Júlia,"R$ 59,99",Calças,Calças Jeans,81% ALGODAO 17% POLIESTER 2% ELASTANO,AZUL,Feminino,"Calça feminina jeans é confeccionada em algodão. O modelo apresenta modelagem cigarrete com lavagem marcante na parte frontal e detalhes puídos, cós com passantes, five pockets, o detalhe fica por conta tendência de listras na lateral da peça. Versátil e moderna, a peça é perfeita para compor looks para diversas ocasiões.",https://storetng.vteximg.com.br/arquivos/ids/207941-639-876/I19FCJK40_771_1-JULIA-CALCA-CIGARRETE-JEANS.jpg?v=636994279937830000,https://www.tng.com.br/calca-jeans-cigarrete-julia-azul-i19fcjk40-771/p,12-04-2022
Top De Couro,"R$ 19,99",Camisetas e Cropped,Camisetas e Cropped,100% ALGODAO,MARROM,Feminino,"Sensual na medida certa, o Top de Couro é uma peça ótima para curtir as noites quentes de verão. Todo em couro texturizado, o top possui decote coração super feminino e delicado, alças médias e fechamento por zíper nas costas. Utilize com peças de cintura alta para dar equilíbrio ao look.",https://storetng.vteximg.com.br/arquivos/ids/340463-639-876/I19FIR20_845_1-TOP-DE-COURO.jpg?v=637176565454500000,https://www.tng.com.br/top-de-couro-marrom-i19fir20-845/p,12-04-2022
Saia Curta,"R$ 19,99",Shorts,Shorts,100% ALGODAO,PRETO,Feminino,,https://storetng.vteximg.com.br/arquivos/ids/264494-639-876/V17FEM11_950_1-SAIA-CURTA.jpg?v=637159858381430000,https://www.tng.com.br/saia-curta-preto-v17fem11-950/p,12-04-2022
Tj T-Shirt Lettering Try,"R$ 27,99",Camisetas e Cropped,Camisetas e Cropped,100% ALGODAO,OFF WHITE,Feminino,,https://storetng.vteximg.com.br/arquivos/ids/282479-639-876/V17FKCW152_354_1-TJ-T-SHIRT-LETTERING-TRY.jpg?v=637166178569730000,https://www.tng.com.br/tj-t-shirt-lettering-try-off-white-v17fkcw152-354/p,12-04-2022
Calça Jeans Boot Cut Hannah,"R$ 59,99",Calças,Calças Jeans,98% ALGODAO 2% ELASTANO,AZUL,Feminino,"Calça Jeans feminina confeccionada em tecido de algodão. Modelo boot cut com leve lavagem superior e pequenos desgastes que dão o efeito destroyed, fechamento por zíper e botão, cós com passantes e bolsos faca nas laterais e bolsos posteriores.",https://storetng.vteximg.com.br/arquivos/ids/267620-639-876/I19FCJB44_790_1-CALCA-JEANS-BOOT-CUT-HANNAH.jpg?v=637165247454200000,https://www.tng.com.br/calca-jeans-boot-cut-hannah-azul-i19fcjb44-790/p,12-04-2022
