name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Calça Masculina Chino,"R$ 59,99",Calças,Calças de Sarja,99% ALGODAO 1% ELASTANO,LARANJA,Masculino,"Calça masculina modelo chino confeccionada em sarja, modelo chino. Possui fechamento por botão no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/364587-639-876/BNMCS131_639_1-CALCA-MASCULINA-CHINO.jpg?v=637290337260570000,https://www.tng.com.br/calca-masculina-chino-laranja-bnmcs131-639/p,12-04-2022
Bermuda Masculina Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,99% ALGODAO 1% ELASTANO,VERMELHO,Masculino,"Bermuda masculina confeccionada em tecido sarja. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/284176-639-876/BNMBS04_609_1-BERMUDA-MASCULINA-SARJA.jpg?v=637166200526570000,https://www.tng.com.br/bermuda-masculina-sarja-vermelho-bnmbs04-609/p,12-04-2022
Suéter Tricô Básico,"R$ 99,99",Casacos,Suéter,100% ACRILICO,BORDO,Masculino,"O Suéter Tricô Básico possui mangas longas e gola careca. É confortável e elegante, confeccionado em tricô, e de fácil combinação. Em dias mais frios, fica ótimo combinado com calça jeans skinny. Se preferir, acrescente um terceira peça por cima, como uma jaqueta, e fique ainda mais aquecido.",https://storetng.vteximg.com.br/arquivos/ids/357371-639-876/I19MRY01_125_1-SUETER-TRICO-BASICO.jpg?v=637243010918630000,https://www.tng.com.br/sueter-trico-basico-bordo-i19mry01-125/p,12-04-2022
Suéter Tricô Básico,"R$ 99,99",Casacos,Suéter,100% ACRILICO,CARAMELO,Masculino,"O Suéter Tricô Básico possui mangas longas e gola careca. É confortável e elegante, confeccionado em tricô, e de fácil combinação. Em dias mais frios, fica ótimo combinado com calça jeans skinny. Se preferir, acrescente um terceira peça por cima, como uma jaqueta, e fique ainda mais aquecido.",https://storetng.vteximg.com.br/arquivos/ids/364078-639-876/I19MRY01_845_1-SUETER-TRICO-BASICO.jpg?v=637281714693030000,https://www.tng.com.br/sueter-trico-basico-caramelo-i19mry01-845/p,12-04-2022
Blazer Masculino Capuz Style,"R$ 349,99",Blazers,Casual,100% POLIESTER,CINZA,Masculino,"Blazer masculino confeccionado em poliéster. Possui parte frontal e capuz removível por zíper, podendo ser usado de duas maneiras, fechamento do blazer por botões, bolsos frontais, manga longa, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/191113-639-876/V18MZE04_901_1-BLAZER-MASCULINO-CAPUZ-STYLE.jpg?v=636887792393000000,https://www.tng.com.br/blazer-masculino-capuz-style-cinza-v18mze04-901/p,12-04-2022
Camisa Básica Manga Longa,"R$ 139,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,PRETO,Masculino,"A Camisa Básica Manga Longa dá um ar de formalidade para o visual. Possui mangas longas e fechamento por botões. A confecção da peça em algodão com elastano a deixa super confortável para usar em um dia de trabalho e até mesmo para o happy hour depois do expediente. Se preferir sair do social, combine a camisa com calça jeans.",https://storetng.vteximg.com.br/arquivos/ids/378359-639-876/BNMLB08_950_1-CAMISA-BASICA-MANGA-LONGA.jpg?v=637345752205830000,https://www.tng.com.br/camisa-basica-manga-longa-preto-bnmlb08-950/p,12-04-2022
Camiseta Masculina Silk Make Think Slim Fit,"R$ 19,99",Camisetas,Camiseta Estampada,50% POLIESTER 50% ALGODAO,BRANCO,Masculino,"Camiseta masculina confeccionada em poliéster e algodão, detalhe silk frase na frontal. Possui gola careca, modelagem slim fit, manga curta, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/192435-639-876/I19MKCW13_350_1-CAMISETA-MASCULINA-SILK-MAKE-THINK.jpg?v=636888792115100000,https://www.tng.com.br/camiseta-masculina-silk-make-think-slim-fit-branco-i19mkcw13-350/p,12-04-2022
Calça Masculina Jeans,"R$ 119,99",Calças,Calças Jeans,80% ALGODAO 18% POLIESTER 2% ELASTANO,AZUL,Masculino,"Calça masculina confeccionada em tecido jeans, modelo regular. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/376907-639-876/BNMCJD102_770_1-CALCA-MASCULINA-JEANS.jpg?v=637339825859000000,https://www.tng.com.br/calca-masculina-jeans-azul-bnmcjd102-770/p,12-04-2022
Blusão Masculino Moletom Estampa Poá,"R$ 99,99",Casacos,Moletom,100% ALGODAO,AZUL,Masculino,"Blusão masculino confeccionado em tecido moletom com estampa poá, detalhe silk frase na frontal. Possui capuz com tira para amarração, manga longa, acabamento em ribana e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/280020-639-876/I19MHM08_750_1-BLUSAO-MASCULINO-MOLETOM-ESTAMPA-POA.jpg?v=637165988858070000,https://www.tng.com.br/blusao-masculino-moletom-estampa-poa-azul-i19mhm08-750/p,12-04-2022
Colete Masculino Matelassê,"R$ 59,99",Casacos,Coletes,100% NYLON,VERMELHO,Masculino,"Colete masculino confeccionado em nylon com matelassê. Possui fechamento por zíper no entremeio, bolsos frontais, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/377262-639-876/I19MCON02_125_1-COLETE-MASCULINO-MATELASSE.jpg?v=637345644075230000,https://www.tng.com.br/colete-masculino-matelasse-vermelho-i19mcon02-125/p,12-04-2022
Suéter Masculino Tricô Gola v,"R$ 99,99",Casacos,Suéter,100% POLIESTER,PT-PRETO,Masculino,"Suéter masculino confeccionado em tricô. Possui gola v, manga longa, acabamento em ribana e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/338482-639-876/I19MRD17_950_1-SUETER-MASCULINO-TRICO-GOLA-V.jpg?v=637176546457700000,https://www.tng.com.br/sueter-masculino-trico-gola-v-pt-preto-i19mrd17-950/p,12-04-2022
Suéter Masculino Tricô Estampado,"R$ 139,99",Black Friday,Masculino,100% POLIESTER,AZUL,Masculino,"Suéter masculino confeccionado em tricô estampado. Possui gola redonda, manga longa, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/195304-639-876/I19MRY20_750_1-SUETER-MASCULINO-TRICO-ESTAMPADO.jpg?v=636898124134300000,https://www.tng.com.br/sueter-masculino-trico-estampado-azul-i19mry20-750/p,12-04-2022
Camiseta Masculina Básica Gola v Comfort Fit,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL,Masculino,"Camiseta masculina confeccionada em algodão, modelagem comfort fit. Possui gola v, manga curta, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/373699-639-876/BNMKCD20_750_1-CAMISETA-MASCULINA-BASICA-GOLA-V-COMFORT-FIT.jpg?v=637314720173430000,https://www.tng.com.br/camiseta-masculina-basica-gola-v-comfort-fit-azul-bnmkcd20-750/p,12-04-2022
Suéter Masculino Tricô Gola v,"R$ 99,99",Casacos,Suéter,100% POLIESTER,CINZA MEDIO,Masculino,"Suéter masculino confeccionado em tricô. Possui gola v, manga longa, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/364970-639-876/I19MRD05_923_1-SUETER-MASCULINO-TRICO-GOLA-V.jpg?v=637290340220570000,https://www.tng.com.br/sueter-masculino-trico-gola-v-cinza-medio-i19mrd05-923/p,12-04-2022
Jaqueta Bolsos Zíper,"R$ 299,99",Casacos,Jaquetas,100% POLIESTER,MARROM,Masculino,"Em poliéster e jaqueta é atemporal, ideal para compor looks casuais. Confeccionada em tecido leve possui bolsos laterais e dois bolsos falsos frontais, punho com velcro para melhor ajuste e fechamento por zíper, o modelo é estiloso. Aposte em sobreposições nos dias frios.",https://storetng.vteximg.com.br/arquivos/ids/408311-639-876/I19MJN07_510_1-JAQUETA-BOLSOS-ZIPER.jpg?v=637671396050170000,https://www.tng.com.br/jaqueta-bolsos-ziper-marrom-i19mjn07-510/p,12-04-2022
Jaqueta Bolsos Zíper,"R$ 299,99",Casacos,Jaquetas,100% POLIESTER,PRETO,Masculino,"Em poliéster e jaqueta é atemporal, ideal para compor looks casuais. Confeccionada em tecido leve possui bolsos laterais e dois bolsos falsos frontais, punho com velcro para melhor ajuste e fechamento por zíper, o modelo é estiloso. Aposte em sobreposições nos dias frios.",https://storetng.vteximg.com.br/arquivos/ids/389588-639-876/I19MJN07_950_1-JAQUETA-BOLSOS-ZIPER.jpg?v=637401870071130000,https://www.tng.com.br/jaqueta-bolsos-ziper-preto-i19mjn07-950/p,12-04-2022
Suéter Masculino Tricô,"R$ 139,99",Casacos,Suéter,100% acrilico,BORDO,Masculino,Tricot manga longa com decote careca. Composição 100% acrílico e modelagem slim.,https://storetng.vteximg.com.br/arquivos/ids/369675-639-876/I19MRY17_125_1-SUETER-MASCULINO-TRICO.jpg?v=637305040914630000,https://www.tng.com.br/sueter-masculino-trico-bordo-i19mry17-125/p,12-04-2022
Suéter Masculino Tricô,"R$ 139,99",Casacos,Suéter,100% acrilico,AZUL CLARO,Masculino,Tricot manga longa com decote careca. Composição 100% acrílico e modelagem slim.,https://storetng.vteximg.com.br/arquivos/ids/369631-639-876/I19MRY17_705_1-SUETER-MASCULINO-TRICO.jpg?v=637305003064570000,https://www.tng.com.br/sueter-masculino-trico-azul-claro-i19mry17-705/p,12-04-2022
Blusão Masculina Manga Longa Capuz,"R$ 29,99",Casacos,Moletom,50% POLIESTER 50% ALGODAO,CINZA,Masculino,"moletom masculina confeccionada em poliéster e algodão. Possui capuz com tira para ajuste, bolso canguro, manga longa, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/285680-639-876/BNMKLM02_901_1-BLUSAO-MASCULINA-MANGA-LONGA-CAPUZ.jpg?v=637166213549600000,https://www.tng.com.br/blusao-masculina-manga-longa-capuz-cinza-bnmklm02-901/p,12-04-2022
Calça Jeans Reta Slim Fit Alan,"R$ 179,99",Calças,Calças Jeans,85% ALGODAO 13% POLIESTER 2% ELASTANO,JEANS,Masculino,"Calça masculina jeans é confeccionada em algodão. Apresenta modelagem reta slim com o tom escuro, cós com passantes paraCintoe fechamento por botão e zíper, bolsos faca na lateral com um pequeno bolso embutido e bolsos traseiros.",https://storetng.vteximg.com.br/arquivos/ids/376422-639-876/BNMCJM115_770_1-CALCA-JEANS-RETA-SLIM-FIT-ALAN.jpg?v=637334582480230000,https://www.tng.com.br/calca-jeans-reta-slim-fit-alan-jeans-bnmcjm115-770/p,12-04-2022
Tricot Melange High Collar,"R$ 139,99",Black Friday,Masculino,100% POLIESTER,JEANS,Masculino,TRICOT MELANGE HIGH COLLAR,https://storetng.vteximg.com.br/arquivos/ids/353291-639-876/I19MRG04_950_1-TRICOT-MELANGE-HIGH-COLLAR.jpg?v=637227633055700000,https://www.tng.com.br/tricot-melange-high-collar-jeans-i19mrg04-950/p,12-04-2022
Tricot Masclino Com Bolsos,"R$ 139,99",Casacos,Suéter,100% POLIESTER,BORDO,Masculino,"Tricot Masclino Com Bolsos é composto por 100% poliester, produto versatil conta com touca e zipper. Ótimo para os dias mais frios.",https://storetng.vteximg.com.br/arquivos/ids/382534-639-876/I19MRH01_125_1-TRICOT-WITH-HOOD-ZIPPER-AND-KANGOROO.jpg?v=637359561117700000,https://www.tng.com.br/tricot-masclino-com-bolsos-bordo-i19mrh01-125/p,12-04-2022
Tricot Masculino Gola Careca,"R$ 139,99",Black Friday,Masculino,100% POLIESTER,AZUL,Masculino,"Tricot Masculino Gola Careca é composto por 100% poliester, peça com estampas diferenciadas com listras, o que deixa o produto moderno, e despojado.",https://storetng.vteximg.com.br/arquivos/ids/355955-639-876/I19MRY05_750_1-MG-YARN-DYED-TRICOT.jpg?v=637227657112600000,https://www.tng.com.br/tricot-masculino-gola-careca-azul-i19mry05-750/p,12-04-2022
Tricot Masclino Com Bolsos,"R$ 139,99",Casacos,Suéter,100% POLIESTER,MESCLA ESCURO,Masculino,"Tricot Masclino Com Bolsos é composto por 100% poliester, produto versatil conta com touca e zipper. Ótimo para os dias mais frios.",https://storetng.vteximg.com.br/arquivos/ids/371413-639-876/I19MRH01_901_1-TRICOT-WITH-HOOD-ZIPPER-AND-KANGOROO.jpg?v=637305079931870000,https://www.tng.com.br/tricot-masclino-com-bolsos-mescla-escuro-i19mrh01-901/p,12-04-2022
Tricot Masculino Gola Careca,"R$ 139,99",Casacos,Suéter,100% POLIESTER,PT-PRETO,Masculino,"Tricot Masculino Gola Careca é composto por 100% poliester, peça com estampas diferenciadas com listras, o que deixa o produto moderno, e sofisticado.",https://storetng.vteximg.com.br/arquivos/ids/353385-639-876/I19MRY15_950_1-MG-YARN-DYED-TRICOT.jpg?v=637227634406730000,https://www.tng.com.br/tricot-masculino-gola-careca-pt-preto-i19mry15-950/p,12-04-2022
Short Estampado Conchas,"R$ 39,99",Shorts,Shorts,100% NYLON,PRETO,Masculino,SHORT ESTAMPADO CONCHAS,https://storetng.vteximg.com.br/arquivos/ids/269576-639-876/I19MSHN06_651_1-SHORT-ESTAMPADO-CONCHAS.jpg?v=637165328592600000,https://www.tng.com.br/short-estampado-conchas-preto-i19mshn06-651/p,12-04-2022
Tricot Com Gola Careca,"R$ 139,99",Black Friday,Masculino,100% POLIESTER,PRETO,Masculino,TRICOT COM GOLA CARECA,https://storetng.vteximg.com.br/arquivos/ids/388304-639-876/I18MRY21_950_1-TRICOT-COM-GOLA-CARECA.jpg?v=637401815893270000,https://www.tng.com.br/tricot-com-gola-careca-preto-i18mry21-950/p,12-04-2022
Jaqueta Masculina Botões Frontais,"R$ 199,99",Casacos,Jaquetas,100% POLIESTER,PRETO,Masculino,"Jaqueta Masculina Bolsos Frontais é composta por 100% poliester, com botões diferenciados",https://storetng.vteximg.com.br/arquivos/ids/392388-639-876/I18MJL01_950_1-JAQUETA-LA-PRENSADA-MARINHO.jpg?v=637444164094900000,https://www.tng.com.br/jaqueta-masculina-botoes-frontais-preto-i18mjl01-950/p,12-04-2022
Camiseta Linho Stretch,"R$ 159,99",Camisas,Camisa Social,68% VISCOSE 30% LINHO 2% ELASTANO,BRANCO,Masculino,"Camisa social confeccionada em linho, viscose e elastano que apresenta modelagem reta com colarinho, gola com entretela removível, mangas longas, abotoamento na parte frontal e o tecido é leve o proporciona conforto ao vestir.",https://storetng.vteximg.com.br/arquivos/ids/357391-639-876/V18MLB05_350_1-CAMISETA-LINHO-STRETCH.jpg?v=637243011055970000,https://www.tng.com.br/camiseta-linho-stretch-branco-v18mlb05-350/p,12-04-2022
Moletom Mescla Com Capuz Batman,"R$ 79,99",Casacos,Moletom,100% ALGODAO,CINZA,Masculino,"Moletom confeccionado em algodão e poliéster, ideal para compor looks aquecidos nos dias mais frios. Possui modelagem clássica com padronagem mescla, capuz com cordão interno para amarração, manga longa e bolso canguru. A estampa do misterioso “Batman” em tons puídos deixam o blusão descolado.",https://storetng.vteximg.com.br/arquivos/ids/208081-639-876/I19MHG02_905_1-SW-MOLETOM-BATMAN.jpg?v=636994289239130000,https://www.tng.com.br/moletom-mescla-com-capuz-batman-cinza-i19mhg02-905/p,12-04-2022
Camiseta Básica Gola v,"R$ 39,99",Camisetas,Camiseta Lisa,60% ALGODAO 40% POLIESTER,CINZA,Masculino,Camiseta manga curta em malha lisa. Decote V e modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/381712-639-876/BNMKCD36_905_1-CAMISETA-BASICA-GOLA-V.jpg?v=637359552662830000,https://www.tng.com.br/camiseta-basica-gola-v-cinza-bnmkcd36-905/p,12-04-2022
Camisa Manga Longa Social Slim Fit,"R$ 139,99",Camisas,Camisa Social,65% POLIESTER 35% ALGODAO,BRANCO,Masculino,"Camisa masculina slim manga longa lisa, é composta por 65% poliester e 35% algodão, multicolores. Peça classica, que deixa o look ainda mais sofisticado.",https://storetng.vteximg.com.br/arquivos/ids/369737-639-876/BNMMB15_350_1-CAMISA-SOCIAL-SLIM-FIT.jpg?v=637305067995970000,https://www.tng.com.br/camisa-manga-longa-social-slim-fit-branco-bnmmb15-350/p,12-04-2022
Polo Piquet Manga Curta,"R$ 79,99",Estampada,Estampada,100% ALGODAO,CINZA,Masculino,"Polo manga curta em piquet com 2 botões, gola e punho em retilínea lisos. Modelagem comfort e composição mista.",https://storetng.vteximg.com.br/arquivos/ids/381848-639-876/BNMPCA40_901_1-POLO-PIQUET-MANGA-CURTA.jpg?v=637359553944430000,https://www.tng.com.br/polo-piquet-manga-curta-cinza-bnmpca40-901/p,12-04-2022
Bermuda Sarja Chino Básica,"R$ 49,99",Bermudas,Bermudas de Sarja,98% ALGODAO 2% ELASTANO,CINZA,Masculino,"A Bermuda Chino Básica é a escolha certa para seu visual de verão. Ela te permite criar um look fresco e despojado sem abrir mão do estio. Dispõe de bolsos frontais e posteriores com botões, no estilo alfaiataria, e cós com passantes para cinto. É uma bermuda ótima para usar com camiseta básica e tênis.",https://storetng.vteximg.com.br/arquivos/ids/343597-639-876/BNMBS08_920_1-BERMUDA-CHINO-BASICA.jpg?v=637178027521830000,https://www.tng.com.br/bermuda-sarja-chino-basica-cinza-bnmbs08-920/p,12-04-2022
Bermuda Sarja Chino Básica,"R$ 49,99",Bermudas,Bermudas de Sarja,98% ALGODAO 2% ELASTANO,PRETO,Masculino,"A Bermuda Chino Básica é a escolha certa para seu visual de verão. Ela te permite criar um look fresco e despojado sem abrir mão do estio. Dispõe de bolsos frontais e posteriores com botões, no estilo alfaiataria, e cós com passantes para cinto. É uma bermuda ótima para usar com camiseta básica e tênis.",https://storetng.vteximg.com.br/arquivos/ids/377693-639-876/BNMBS08_950_1-BERMUDA-CHINO-BASICA.jpg?v=637345725203570000,https://www.tng.com.br/bermuda-sarja-chino-basica-preto-bnmbs08-950/p,12-04-2022
Bsl Hoodie With Hood,"R$ 159,99",Casacos,Moletom,100% POLIESTER,VERDE,Masculino,BSL HOODIE WITH HOOD,https://storetng.vteximg.com.br/arquivos/ids/370954-639-876/I19MHH03_850_1-BSL-HOODIE-WITH-HOOD.jpg?v=637305076641200000,https://www.tng.com.br/bsl-hoodie-with-hood-verde-i19mhh03-850/p,12-04-2022
Bsl Hoodie With Hood,"R$ 159,99",Casacos,Moletom,100% POLIESTER,CINZA,Masculino,BSL HOODIE WITH HOOD,https://storetng.vteximg.com.br/arquivos/ids/357999-639-876/I19MHH03_901_1-BSL-HOODIE-WITH-HOOD.jpg?v=637244883305730000,https://www.tng.com.br/bsl-hoodie-with-hood-cinza-i19mhh03-901/p,12-04-2022
Vk High Collar Jacket,"R$ 259,99",Casacos,Jaquetas,100% POLIESTER,AZUL,Masculino,"Jaqueta em nylon, com punho na barra e nas mangas, bolsos com zíperes e gola alta. Modelagem comfort.",https://storetng.vteximg.com.br/arquivos/ids/370975-639-876/I19MJN01_750_1-VK-HIGH-COLLAR-JACKET.jpg?v=637305076766130000,https://www.tng.com.br/vk-high-collar-jacket-azul-i19mjn01-750/p,12-04-2022
Jaqueta Masculina Com Bolsos,"R$ 299,99",Casacos,Jaquetas,100% POLIESTER,PRETO,Masculino,"Jaqueta Masculina Com Bolsos é composta por 100% poliester, produto basico sem perder o estilo.",https://storetng.vteximg.com.br/arquivos/ids/404791-639-876/I19MJN08_950_1-MG-HIGN-COLLAR-NYLON-JACKET.jpg?v=637600560100900000,https://www.tng.com.br/jaqueta-masculina-com-bolsos-preto-i19mjn08-950/p,12-04-2022
Bermuda Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,CORAL,Masculino,Bermuda Jeans,https://storetng.vteximg.com.br/arquivos/ids/377602-639-876/V19MBE04_639_1-BERMUDA-JEANS.jpg?v=637345724358300000,https://www.tng.com.br/bermuda-sarja-coral-v19mbe04-639/p,12-04-2022
Bermuda Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,MARINHO,Masculino,BERMUDA SARJA,https://storetng.vteximg.com.br/arquivos/ids/356638-639-876/V19MBE13_542_1-BERMUDA-SARJA.jpg?v=637236793834470000,https://www.tng.com.br/bermuda-sarja-marinho-v19mbe13-542/p,12-04-2022
Camisa Estampa Em Folhagens Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,BRANCO,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa em folhagens. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/390879-639-876/V19MLG30_350_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637439073707200000,https://www.tng.com.br/camisa-estampa-em-folhagens-manga-longa-branco-v19mlg30-350/p,12-04-2022
Camisa Manga Longa Estampada,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,ROSA,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa em folhagens. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/393093-639-876/V19MLG60_565_1-CAMISA-MANGA-LONGA-ESTAMPADA.jpg?v=637444182159330000,https://www.tng.com.br/camisa-manga-longa-estampada-rosa-v19mlg60-565/p,12-04-2022
Camisa Manga Longa Estampada,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA MANGA LONGA ESTAMPADA,https://storetng.vteximg.com.br/arquivos/ids/391040-639-876/V19MLG55_743_1-CAMISA-MANGA-LONGA-ESTAMPADA.jpg?v=637439076153930000,https://www.tng.com.br/camisa-manga-longa-estampada-azul-v19mlg55-743/p,12-04-2022
Camisa Manga Curta Estampada,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA MANGA CURTA ESTAMPADA,https://storetng.vteximg.com.br/arquivos/ids/391083-639-876/V19MLH51_750_1-CAMISA-MANGA-LONGA-ESTAMPADA.jpg?v=637439076824800000,https://www.tng.com.br/camisa-manga-curta-estampada-azul-v19mlh51-750/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411653-639-876/V19MLO8_750_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376138870000,https://www.tng.com.br/camisa-xadrez-manga-longa-azul-v19mlo8-750/p,12-04-2022
Blazer Social Blue Points,"R$ 399,99",Blazers,Social,80% POLIESTER 20% VISCOSE,AZUL,Masculino,BLAZER SOCIAL BLUE POINTS é composto por 80% poliester e 20% viscose.,https://storetng.vteximg.com.br/arquivos/ids/422823-639-876/V19MZA19_750_1-BLAZER-SOCIAL-BLUE-POINTS.jpg?v=637758884369500000,https://www.tng.com.br/blazer-social-blue-points-azul-v19mza19-750/p,12-04-2022
Blazer Social Solid Colors,"R$ 349,99",Blazers,Social,80% POLIESTER 20% VISCOSE,AZUL,Masculino,BLAZER SOCIAL SOLID COLORS é composta por 80% poliester e 20% viscose.,https://storetng.vteximg.com.br/arquivos/ids/422839-639-876/V19MZA22_257_1-BLAZER-SOCIAL-SOLID-COLORS.jpg?v=637758884463970000,https://www.tng.com.br/blazer-social-solid-colors-azul-v19mza22-257/p,12-04-2022
Shorts Agua Estampado,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/343003-639-876/V19MSHN13_707_1-SHORTS-AGUA-ESTAMPADO.jpg?v=637177114927970000,https://www.tng.com.br/shorts-agua-estampado-azul-v19mshn13-707/p,12-04-2022
Camisa Social Xadrez Grade,"R$ 99,99",Camisas,Camisa Social,65% ACRILICO 35% POLIESTER,VERMELHO,Masculino,"Moderna e elegante, a Camisa Social Xadrez Grade tem mangas longas, gola italiana, fechamento por botões e estampa xadrez quadriculada média. Experimente combinar a camisa social com calça jeans ou calça alfaiataria, assim você continua com um visual mais moderno sem perder a elegância.",https://storetng.vteximg.com.br/arquivos/ids/385378-639-876/V19MMB10_609_1-CAMISA-SOCIAL-XADREZ-GRADE.jpg?v=637359583290270000,https://www.tng.com.br/camisa-social-xadrez-grade-vermelho-v19mmb10-609/p,12-04-2022
Bermuda Sarja Esporte,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,VERDE,Masculino,Bermuda Sarja Esporte,https://storetng.vteximg.com.br/arquivos/ids/377887-639-876/V19MBS01_222_1-BERMUDA-CHINO-ESPORTE.jpg?v=637345727240470000,https://www.tng.com.br/bermuda-sarja-esporte-verde-v19mbs01-222/p,12-04-2022
Bermuda Sarja Esporte,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,AZUL,Masculino,Bermuda Sarja Esporte,https://storetng.vteximg.com.br/arquivos/ids/341743-639-876/V19MBS01_114_1-BERMUDA-CHINO-ESPORTE.jpg?v=637176588869170000,https://www.tng.com.br/bermuda-sarja-esporte-azul-v19mbs01-114/p,12-04-2022
Calça Masculina Sarja Chino,"R$ 199,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,BRANCO,Masculino,"Calça masculina confeccionada em tecido sarja, modelo chino. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/408506-639-876/BNMCS128_504_1-CALCA-MASCULINA-SARJA-CHINO.jpg?v=637683714202670000,https://www.tng.com.br/calca-masculina-sarja-chino-branco-bnmcs128-504/p,12-04-2022
Jaqueta Pu Perfurado Com Bolsos,"R$ 499,99",Casacos,Jaquetas,100% PU,PRETO,Masculino,"Jaqueta Pu Perfurado Com Bolsos é composta por 100% PU, produto confortavel e cheio de estilo.",https://storetng.vteximg.com.br/arquivos/ids/402745-639-876/I20MJP01_950_1-JAQUETA-PU-PERFURADO.jpg?v=637578232909070000,https://www.tng.com.br/jaqueta-pu-perfurado-com-bolsos-preto-i20mjp01-950/p,12-04-2022
Jaqueta Pu Bomber Com Bolsos,"R$ 359,99",,,100% PU,AZUL,Masculino,"Jaqueta Pu Bomber com bolsos frontais, produto composto por 100% PU. Basico e estiloso, ótimo para o dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/402774-639-876/I20MJP04_750_1-JAQUETA-PU-BOMBER.jpg?v=637578233140400000,https://www.tng.com.br/jaqueta-pu-bomber-com-bolsos-azul-i20mjp04-750/p,12-04-2022
Sapato Social,"R$ 199,99",Calçados,Sapatos Sociais,100 % COURO,PRETO,Masculino,Sapato social masculino 100% couro,https://storetng.vteximg.com.br/arquivos/ids/419317-639-876/V19MSO01_950_1-SAPATO-SOCIAL-GRAVATA.jpg?v=637740691934800000,https://www.tng.com.br/sapato-social-preto-v19mso01-950/p,12-04-2022
Tricot Acrilico Piquet Mc Tc,"R$ 99,99",Camisetas,Camiseta Lisa,97% ALGODAO 3% POLIESTER,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/389451-639-876/V19MRW01_750_1-TRICOT-ACRILICO-PIQUET-MC-TC.jpg?v=637401843322730000,https://www.tng.com.br/tricot-acrilico-piquet-mc-tc-azul-marinho-v19mrw01-750/p,12-04-2022
Polo Meia Malha Sem Punho,"R$ 79,99",Basica,Basica,50% ALGODÃO 50% POLIESTER RECICLADO,AZUL MARINHO,Masculino,Polo manga curta em malha com 2 botões e gola em retilínea. Modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/430308-639-876/BNMPCA56_750_1-POLO-MEIA-MALHA-SEM-PUNHO.jpg?v=637849260105770000,https://www.tng.com.br/polo-meia-malha-sem-punho-azul-marinho-bnmpca56-750/p,12-04-2022
