name,price,composition,age,category,gender,description,url,scrapped-at
Sunga Moda Praia,"47,97",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"""Sunga para bebês e crianças, confeccionada em lycra, com estampa colorida de carrinhos. Perfeita para os pequenos aproveitarem dias de sol na praia e na piscina! A Sunga Carrinhos Coloridos, chegou para garantir estilo na hora de ir à praia ou na piscina! A peça possui modelagem boxer e é confeccionada em lycra com elastano, que garante o conforto dos pequenos. Além disso, a sunga acompanha embalagem exclusiva e super prática para guardar a peça!""",https://www.alphabeto.com/sunga-moda-praia-55163/p,11-04-2022
Conjunto robozinho Esperto,"53,97",e CAMISETA EM 1/2 MALHA 100% ALGODÃO E BERMUDA EM TECIDO 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"O Conjunto Robozinho Esperto é o look perfeito para o dia a dia dos pequenos! O conjuntinho é composto por uma linda blusinha amarela com estampa de robozinho, confeccionada em malha, e uma bermuda de poliéster estampada com elástico no cós, super confortável e ótima para atividades ao ar livre!",https://www.alphabeto.com/conjunto-robozinho-esperto-55096/p,11-04-2022
Jardineira Ursinho Pirata,"59,97",JARDINEIRA EM TECIDO 100% VISCOSE,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"Fofinha e divertida, a Jardineira Ursinho Pirata é perfeita para dias mais fresquinhos! A peça é confeccionada em viscose e possui estampa localizada de ursinho, além de um lindo bolsinho no centro da peça. A jardineira é versátil e fica perfeita combinada com blusinhas e bodys. Além disso, a peça possui abotoamento entre pernas e nas alças, o que garante conforto e praticidade ao vestir o bebê.",https://www.alphabeto.com/jardineira-ursinho-pirata-55263/p,11-04-2022
Camiseta com Bolsinho,"53,97",1/2 malha 100% algodão,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta 100% algodão com decote V e bolsinho. Estampa moderninha.""",https://www.alphabeto.com/camiseta-com-bolsinho--55103/p,11-04-2022
Camiseta com decote diferenciado,"47,97",Malha 95% algodao 5% poliéster,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta com decote diferenciado e bolsinho estampado. Opção para os meninos mais moderninho.""",https://www.alphabeto.com/camiseta-com-decote-diferenciado--55104/p,11-04-2022
Camiseta com decote V,"41,97",Malha 50% algodao 50% poliéster,Miniteen - 10 a 14 Anos,L,Meninos,Camiseta com decote V e estampa com manobras de skate.,https://www.alphabeto.com/camiseta-com-decote-v--55108/p,11-04-2022
Camiseta com silk radical,"41,97",Malha 100% algodão,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta com silk radical. Malha 100% algodão para maior conforto.""",https://www.alphabeto.com/camiseta-com-silk-radical--55107/p,11-04-2022
Regata com bolsinho,"35,97",Malha 95% algodão 5% poliéster,Miniteen - 10 a 14 Anos,Regatas,Meninos,"""Regata com bolsinho para aquele look de verão. Modelo confortável para os meninos teens.""",https://www.alphabeto.com/regata-com-bolsinho-55097/p,11-04-2022
Regata chumbo,"35,97",50% algodão 50% poliéster,Miniteen - 10 a 14 Anos,Regatas,Meninos,"""Regata chumbo com silk. Malha leve e fresquinha.""",https://www.alphabeto.com/regata-chumbo--55098/p,11-04-2022
Kit C/2 Babadores Dinos Coloridos,"41,97",UKIT C/2 BABADORES EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"Os babadores são acessórios indispensáveis nos primeiros dias de vida dos bebês, e por esse motivo eles devem ser divertidos e estilosos! Confeccionados em malha 100% algodão, o Kit C/ 2 Babadores Dinos Coloridos, é perfeito para proteger a roupinha dos bebês após as mamadas e refeições, com muito charme. Os itens possuem modelagem bandana com fechamento por botões posteriores. Além disso, o kit é composto por um babador verde com detalhes de dinossauros e outro com estampa colorida, também de dinossauro.",https://www.alphabeto.com/kit-c-2-babadores-dinos-coloridos-55093/p,11-04-2022
Macacão Ursinho Pirata,"53,97",MACACÃO EM 1/2 MALHA 100% ALGODÃO E DETALHES EM TECIDO 100% VISCOSE,Bebês - 0 a 12 Meses,"Macacão, Pimpão, Jardineira e Macaquinho",Meninos,"Charmoso e estiloso, o Macacão Ursinho Pirata é a peça perfeita para os primeiros dias de vida dos pequenos! Super prática, a peça é confeccionada em malha 100% algodão, com estampa de listras coloridas. Além disso, o macacão possui bolsinho e gola polo em viscose, o que dá um charme a mais na peça.",https://www.alphabeto.com/macacao-ursinho-pirata-55262/p,11-04-2022
Body Dinos Coloridos,"41,97",BODY EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Bodies,Meninos,"O Body Dinos coloridos é aquela peça coringa, indispensável no guarda-roupa dos pequenos! A peça possui gola polo com fechamento por pequenos botões e detalhe de dinossauro na parte superior. O body é confeccionado em meia malha 100% algodão, super confortável, além de ser versátil e combinar muito bem com calças e bermudinhas.",https://www.alphabeto.com/body-dinos-coloridos-55091/p,11-04-2022
Jardineira Dinos Coloridos,"77,97",e JARDINEIRA COM PARTE DE CIMA EM POPELINE 100% ALGODÃO E PARTE DE BAIXO EM TECIDO 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"A Jardineira Dinos Coloridos é uma fofura! Confeccionada em tecido 100% algodão, molinho e confortável, a jardineira é sucesso entre os pequenos! A peça é super versátil e fica linda, quando combinada com outras roupinhas. Além disso, a jardineira conta com detalhe de dinossauro, botões metálicos no busto, bolsinhos frontais e abotoamento entrepernas, garantindo conforto e o melhor ajuste possível no corpinho dos pequenos.",https://www.alphabeto.com/jardineira-dinos-coloridos-55090/p,11-04-2022
Bermuda Dinos Coloridos,"47,97",BERMUDA EM SARJA 100% ALGODÃO,Bebês - 0 a 12 Meses,Bermudas e Shorts,Meninos,"A Bermuda Dinos Coloridos era a peça que faltava no guarda-roupa dos pequenos! Além de linda, a bermudinha é super versátil e combina com diversas outras peças de roupa também. É confeccionada em sarja, na cor branca e possui cós com elástico. Além disso, a peça conta com bolsinho lateral e cinto decorativo, dando um toque a mais de estilo à peça!",https://www.alphabeto.com/bermuda-dinos-coloridos-55092/p,11-04-2022
Chapéu Uv Moda Praia,"65,97",CHAPÉU UV EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,Chapéu com proteção UV para meninos brincarem muito em dias de sol.,https://www.alphabeto.com/chapeu-uv-moda-praia-54994/p,11-04-2022
Sunga Moda Praia,"53,97",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,Sunga com estampa divertida com jacarezinho e detalhe em 3D que brinca com a criança.,https://www.alphabeto.com/sunga-moda-praia-54996/p,11-04-2022
Regata Dino,"29,97",REGATA EM MALHA 95% ALGODÃO E 5% POLIÉSTER,Criança - 1 a 10 Anos,Regatas,Meninos,"Básica e super versátil, a Regata Dino é ideal para montar looks a cara do verão! Confeccionada em malha, a peça é fresquinha e possui um lindo bolsinho com detalhe de dinossauro no canto superior. Além disso, a regatinha é uma ótima dica de presente para os pequenos!",https://www.alphabeto.com/regata-dino-54949/p,11-04-2022
Regata Fundo do Mar,"29,97",REGATA EM 1/2 MALHA 100 % ALGODÃO,Criança - 1 a 10 Anos,Regatas,Meninos,"A Regata Fundo do Mar é divertida e versátil! Confeccionada em malha, 100% algodão, a peça possui estampa de bichinhos do mar em silk com cores vibrantes. Além disso, a peça fica ótima com bermudinhas e calças, e pode ser uma ótima dica de presente também!",https://www.alphabeto.com/regata-fundo-do-mar-54950/p,11-04-2022
Conjunto Monstrinho,"53,97",REGATA EM 1/2 MALHA 100% ALGODÃO E SHORT EM TECIDO 100% POLIÉSTER,Criança - 1 a 10 Anos,Jardineira e Macacão,Meninos,"O Conjunto Monstrinho é perfeito para passeios e brincadeiras com os amigos! Composto por um short de poliéster, com elástico na cintura e uma regata de malha com estampa de monstrinho azul, o conjuntinho chegou para alegrar o guarda-roupa dos pequenos!",https://www.alphabeto.com/conjunto-monstrinho-55032/p,11-04-2022
Conjunto Dog,"47,97",CONJUNTO COM CAMISETA EM MALHA 99% ALGODÃO E 1% POLIÉSTER E BERMUDA EM TECIDO 100% VISCOSE,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"""Conjunto de camiseta e bermuda para bebês, nas cores branco e azul. Perfeito para o dia a dia dos pequeninos! O conjunto é uma ótima opção para os pequenos de todas as idades, mas especialmente para os bebês. Além de facilitar os papais e mamães na escolha da roupinha, os conjuntinhos da Alphabeto são estilosos e garantem o conforto dos pequenos durante o dia. O Conjunto Dog é composto por duas peças : uma camiseta branca confeccionada em malha com silk de cachorrinho e uma bermudinha de viscose, com elástico no cós de cor azul. Ambas as peças possuem toque macio e aconchegante a pele dos bebês.""",https://www.alphabeto.com/conjunto-dog--55147/p,11-04-2022
Bermuda Básica Bicolor,"47,97",BERMUDA EM MALHA 89% ALGODÃO E 11% POLIÉSTER,Criança - 1 a 10 Anos,Bermudas e Shorts,Meninos,"""Bermuda de malha, com elástico no cós e botões. Ótimo para passeios e brincadeiras com os amigos! A peça está disponível em duas cores: vermelho e cinza. A Bermuda Básica Bicolor é confeccionada em malha 89% algodão e possui elástico no cós, o que assegura conforto e liberdade aos meninos enquanto brincam e se divertem. Além disso, a bermudinha possui gancho deslocado e detalhe de botões frontais na peça. A peça é super versátil e combina muito bem com camisetas e regatas.""",https://www.alphabeto.com/bermuda-basica-bicolor-55135/p,11-04-2022
Chapéu Uv Moda Praia,"65,97",CHAPÉU UV EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"""Chapéu com proteção UV, confeccionado em lycra azul. O acessório é ideal para proteger os pequenos do sol enquanto se divertem na praia e na piscina. O Chapéu UV é um ótimo complemento para os passeios de praia dos pequeninos. A peça possui abas frontais e posteriores que protegem a testa e nuca, contra os raios solares. Além disso, é confeccionada em lycra e possui ajustes nas laterais, que garantem o conforto das crianças enquanto usam o acessório.""",https://www.alphabeto.com/chapeu-uv-moda-praia-55161/p,11-04-2022
Sunga Moda Praia,"47,97",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"""Sunga para bebês e crianças, confeccionada em lycra, com estampa colorida. Perfeita para os pequenos aproveitarem dias de sol na praia e na piscina! A Sunga Dinossauros Listrados chegou para garantir estilo na hora de ir à praia ou na piscina! A peça possui modelagem boxer e é confeccionada em lycra com elastano, o que garante o conforto dos pequenos. A sunga também possui estampa colorida, super divertida e elástico no cós. Além de acompanhar embalagem exclusiva para guardar a peça!""",https://www.alphabeto.com/sunga-moda-praia-55164/p,11-04-2022
Sunga Moda Praia,"53,97",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"“Sunga para bebês e crianças, modelagem boxer, com estampa de tubarão, confeccionada em lycra com elastano, o que garante o conforto dos pequenos. A Sunga Tubarão Divertido chegou para garantir estilo na hora de ir à praia ou piscina! Além disso, a sunga possui detalhe de barbatana na lateral e acompanha embalagem exclusiva para guardar a peça!""",https://www.alphabeto.com/sunga-moda-praia-55165/p,11-04-2022
Macacão Jacarezinho,"69,95",MACACÃO EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,"Macacão, Pimpão, Jardineira e Macaquinho",Meninos,"""Macacão para bebês, vermelho com estampa azul. Confeccionado em meia malha, perfeito para dias mais quentes do inverno! O Macacão Jacarezinho é uma fofura! A peça é confeccionada em malha vermelha 100% algodão e possui estampa localizada de jacaré em silk. O macacãozinho também possui abotoamento entrepernas e nas alcinhas, garantindo conforto e praticidade na hora de vestir os pequenos.""",https://www.alphabeto.com/macacao-jacarezinho-55407/p,11-04-2022
Conjunto Robozinho,"119,95",CAMISETA EM MALHA 98% ALG.E 2% ELASTANO E BERMUDA EM TECIDO 100% POLIÉSTER,Criança - 1 a 10 Anos,Jardineira e Macacão,Meninos,"""Conjunto de camiseta de malha e bermuda de poliéster colorida. Ideal para o dia a dia dos pequenos! Composto por um short de poliéster com listras coloridas, com elástico na cintura e uma camiseta de malha cinza com estampa de robô, o Conjunto Robozinho chegou para alegrar o guarda-roupa dos pequenos. O conjuntinho é perfeito para passeios e brincadeiras com os amigos!""",https://www.alphabeto.com/conjunto-robozinho-55295/p,11-04-2022
Jardineira Dinos,"99,95",JARDINEIRA EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"""Jardineira confeccionada em malha, para bebês recém nascidos, na cor azul. Ideal para passeios ao ar livre e dias fresquinhos. As jardineiras são ótimas peças para dias mais fresquinhos, já que podem ser facilmente combinadas com bodies de maga longa e casaquinhos. Além, disso, são extremante confortáveis e garantem a liberdade do bebê durante o dia. Por ser peça única, as jardineiras são práticas e ficam ótimas em qualquer ocasião. A Jardineira Dinos é confeccionada em malha 100% algodão e possui lindos detalhes de dinossauros no busto e no decote. Além de abotoamento entrepernas e nas alcinhas, o que facilita a vestimenta dos pequeninos.""",https://www.alphabeto.com/jardineira-dinos-55404/p,11-04-2022
Sunga Moda Praia Bichinhos Legais,"89,95",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"""Sunga estampada colorida, confeccionada em lycra. Ideal para piscinas e praias! A Sunga Bichinhos Legais é perfeita para dias de sol e brincadeiras na praia. Ideal para tornar o banho de mar e piscina dos pequenos ainda mais divertidos. A peça possui modelagem boxer, com estampa de robô, em tons de azul, super fofa e elástico no cós. Além disso, a sunga acompanha embalagem exclusiva e super prática para guardar a peça!""",https://www.alphabeto.com/sunga-moda-praia-bichinhos-legais-55432/p,11-04-2022
Macacão Brinquedo Fofo,"119,95",MACACÃO EM 1/2 MALHA 100% ALGODÃO,Unissex,"Macacão, Pimpão, Macaquinho",Meninos,"""Macacão para recém nascidos, unissex. Confeccionado em malha 100% algodão e estampa colorida. CHEIO DE CHARME E COR, O MACACÃO BRINQUEDO FOFO É MUITO LINDO! PERFEITO PARA BEBÊS RECÉM NASCIDOS. COM ESTAMPA DELICADA E COLORIDA SE TORNA PERFEITO TANTO PARA MENINOS QUANTO PARA MENINAS. ALÉM DE SUAS MANGAS LONGAS, A PEÇA POSSUI ABOTOAMENTO TRANSVERSAL E ENTRE PERNAS, GARANTE O CONFORTO DA PEÇA.""",https://www.alphabeto.com/macacao-brinquedo-fofo-55396/p,11-04-2022
Camiseta M/c Brincadeira Arqueológica,"69,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Criança - 1 a 10 Anos,L,Meninos,"""Camiseta de meia manga com estampa. Confeccionada em malha, ideal para finais de semana com a família e brincadeiras com os amiguinhos! A Camiseta Brincadeira Arqueológica é uma fofura! A peça é confeccionada em malha cinza, com estampa divertida de dinossauros em alto relevo. Além disso, a peça conta com detalhe de bolsinho amarelo no busto, super estiloso. A camiseta é alegre e fica ótima quando combinada com calças e bermuda de todas as cores!""",https://www.alphabeto.com/camiseta-m-c-brincadeira-arqueologica-55300/p,11-04-2022
Camiseta M/c Tiger,"79,95",CAMISETA EM MALHA 95% ALGODÃO E 5% POLIÉSTER,Criança - 1 a 10 Anos,L,Meninos,"""Camiseta preta texturizado e botões. Confeccionada em malha, ideal para o dia a dia dos pequenos! A Camiseta Tiger é a peça perfeita para idas ao shopping e passeios com a família. Confeccionada em malha preta texturizada e decote azul, com botões de metal, ela chama atenção por onde passa. Além disso, a camiseta possui detalhe de tigre bordado e bolsinho no canto esquerdo da peça. Sendo ótima para diversas composições e looks diferentes!""",https://www.alphabeto.com/camiseta-m-c-tiger-55306/p,11-04-2022
Conjunto Carrinhos Amarelos,"79,95",CAMISETA EM 1/2 MALHA 100% ALGODÃO E BERMUDA EM MALHA 88% ALGODÃO E 12% POLIÉSTER,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"""Conjunto de camiseta e bermuda, cinza e amarelo, confeccionado em malha, 100% algodão. O Conjunto Carrinhos Amarelos é perfeito para os dias fresquinhos e passeios com a família. O conjunto é composto por uma bermudinha de malha cinza, com elástico no cós e uma camiseta de meia manga de malha amarela, com estampa de carrinhos coloridos. Super confortável e divertido!""",https://www.alphabeto.com/conjunto-carrinhos-amarelos-55406/p,11-04-2022
Bermuda Tiger,"109,95",BERMUDA EM MOLETINHO 100% ALGODÃO,Criança - 1 a 10 Anos,Bermudas e Shorts,Meninos,"""Bermuda listrada, confeccionada em moletinho. Perfeita para o dia a dia dos meninos! A bermuda é confeccionada em moletinho, 100% algodão, quentinho e confortável. A bermudinha conta também com bolsos frontais e elástico na cintura. Além disso, a peça possui detalhes emborrachados na lateral e cadarço na cintura, permitindo ajuste do cós.""",https://www.alphabeto.com/bermuda-tiger-55308/p,11-04-2022
Camiseta M/c Tiger,"69,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Criança - 1 a 10 Anos,L,Meninos,"""Camiseta azul, com bordado. Confeccionado em malha, ideal para usar com calças e bermudas! A Camiseta Tiger é a opção perfeita para idas ao parquinho e passeios no shopping! A peça possui meia manga e confecção em malha azul, garantindo o conforto dos pequenos. Além de ter uma linda estampa bordada de tigre e detalhe em alto relevo. A camiseta é uma ótima dica de presente também!""",https://www.alphabeto.com/camiseta-m-c-tiger-55307/p,11-04-2022
Conjunto Infantil Menino Amiguinhos Azuis - Tam. 1 a 10 anos - Azul,"109,95",CAMISETA EM 1/2 MALHA 100% ALGODÃO E BERMUDA EM TECIDO 100% POLIÉSTER,Criança - 1 a 10 Anos,Jardineira e Macacão,Meninos,"Conjunto infantil de bermuda e camiseta ""Amiguinhos Azuis"" para meninos de 1 a 10 anos. Com bermuda infantil confeccionada em tecido 100% poliéster e camiseta em 1/2 malha 100% algodão. Ideal para o dia a dia dos pequenos! O Conjunto infantil ""Amiguinhos Azuis"" é perfeito para os dias mais fresquinhos e passeios com a família. Composto por uma bermudinha infantil de poliéster, estampada em listras azuis com elástico na cintura, e uma camiseta de meia manga de malha azul, com estampa de bichinhos em silk.",https://www.alphabeto.com/conjunto-amiguinhos-55274/p,11-04-2022
Camiseta Infantil Menino Dino Divertido - Tam. 1 a 10 anos - Vermelho /Azul,"49,95",CAMISETA EM 1/2 MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,L,Meninos,"Camiseta infantil vermelha/azul ""Dino Divertido"" para meninos de 1 a 10 anos, confeccionada em malha 100% algodão. Ótima para passeios e brincadeiras! A Camiseta infantil Dino Divertido é a peça perfeita para o dia a dia dos pequenos. Com confecção em malha, 100% algodão e estampa localizada de dinossauro, ela chama atenção por onde passa. Sendo ótima para diversas composições e looks diferentes! A peça está disponível em duas cores: vermelho e azul.",https://www.alphabeto.com/camiseta-dino-divertido-55276/p,11-04-2022
Casaco Infantil Menino Camping Divertido – Tam.1 a 10 anos – Cinza,"189,95",CASACO MATELASSÊ 38% ALGODÃO E 62% POLIÉSTER,Criança - 1 a 10 Anos,"Casacos, Jaquetas e Blazers",Meninos,"""Casaco matelassê cinza. Confeccionado em algodão, perfeito para dias mais frios! O Casaco Camping Divertido é confeccionado em matelassê cinza, quentinho e confortável. Além de manter os pequenos aquecidos, a peça é super estilosa e dá um charme nos looks dos pequenos. O casaco possui detalhe bordado de raposinha e abotoamento frontal, com botões de pressão. A peça também conta com barra e punhos em malha colorida listrada, uma fofura!""",https://www.alphabeto.com/casaco-camping-divertido-55288/p,11-04-2022
Body Infantil Menino Carro de Corrida – Tam. 3 a 12 meses – Azul,"59,95",BODY EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Bodies,Meninos,"Body infantil azul estampa “Meu Carro Vroom” para bebês meninos de 3 a 12 meses, confeccionado em ½ malha 100% algodão. Gostosinho de vestir! Muito prático e fofo, o body infantil “Meu Carro Vroom” possui manguinha curta e estampa de carro com detalhe de ursinho em alto relevo. A peça também conta com abotoamento entrepernas, facilitando o momento de vestir o bebê. Com confecção em 100% algodão, este body infantil, além de leve e fresquinho, também oferece toque macio e agradável, sendo ideal para o conforto dos pequeninos. Uma opção fofa e fresquinha para o dia a dia!",https://www.alphabeto.com/body-m-c-carro-de-corrida-55420/p,11-04-2022
Calça Jeans Infantil Menino Carro de Corrida – Tam.3 a 12 meses – Azul,"129,95",CALÇA JEANS 33% ALGODÃO E 67% VISCOSE,Bebês - 0 a 12 Meses,Calças,Meninos,"Calça jeans infantil “Carro de Corrida” para meninos de 3 a 12 meses, confeccionada em 33% algodão e 67% viscose. A calça jeans infantil “Carro de Corrida” possui lavagem clara, tecido molinho e superconfortável para os bebês. A peça também conta com elástico azul no cós e amarração em cadarço, garantindo maior segurança e ajuste ao corpinho. Por ser em jeans, esta calça infantil é muito versátil e atemporal, podendo ser combinada com diferentes estilos de parte de cima. Seu bebê moderninho e despojado!",https://www.alphabeto.com/calca-carro-de-corrida-55421/p,11-04-2022
Sunga Infantil Estampa Carro de Corrida – Tam.6 meses a 10 anos – Vermelho,"89,95","6 a 12 meses, SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO",Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"Sunga infantil vermelha estampa “Carro de Corrida” para meninos de 6 meses a 10 anos, confeccionada em lycra 90% poliéster e 10% elastano. Perfeita para dias de sol e muita diversão! A sunga infantil “Carro de Corrida” possui modelagem boxer com estampa de carrinhos de corrida coloridos e elástico no cós, proporcionado conforto e ajuste perfeito ao corpinho dos meninos. Além disso, vem acompanhada de embalagem exclusiva e superprática para guardar a peça. Seu pequeno com muito estilo, seja na praia ou não piscina. Uma graça!",https://www.alphabeto.com/sunga-moda-praia-carrinhos-vermelhos-55428/p,11-04-2022
Camiseta Infantil Menino Now – Tam.10 a 16 anos – Azul,"79,95",CAMISETA MALHA 50% ALGODÃO E 50% POLIÉSTER,Miniteen - 10 a 14 Anos,L,Meninos,"Camiseta infantil azul estampa “Now” para meninos de 10 a 16 anos, confeccionada em malha 50% algodão e 50% poliéster. Versátil e confortável, a camiseta infantil “Now” possui manga curta, gola redonda, modelagem reta e estampa localizada. Esta camiseta infantil é uma ótima opção para passeios com a família e amigos, que pode ser combinada com diferentes tipos de parte de baixo. Estilo e praticidade que não podem faltar no guarda-roupa dos meninos!",https://www.alphabeto.com/camiseta-m-c-now-55355/p,11-04-2022
Body Infantil Menino Estampa Camping Bichinho – Tam. 3 a 12 meses – Branco,"69,95",BODY EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Bodies,Meninos,"Body infantil branco estampa “Camping Bichinho” para bebês meninos de 3 a 12 meses, confeccionado em meia malha 100% algodão. Com estampa fofinha de raposinhas, o body infantil “Camping Divertido” possui manguinha curta e abotoamento entrepernas, que facilita o momento de vestir o bebê. Além disso, sua confecção em malha 100 % algodão é superconfortável e macia ao toque dos bebês, o que garante a proteção e o aconchego dos pequenos durante o dia todo. Uma opção leve e fresquinha para o dia a dia dos pequenos príncipes!",https://www.alphabeto.com/body-m-c-camping-bichinho-55424/p,11-04-2022
Calça Infantil Menino Camping Bichinho – Tam.3 a 12 meses – Cinza,"79,95",CALÇA EM MATELASSÊ 38% ALGODÃO E 62% POLIÉSTER,Bebês - 0 a 12 Meses,Calças,Meninos,"Calça infantil cinza “Camping Bichinho” para bebês de 3 a 12 meses, confeccionada em matelassê 38% algodão e 62% poliéster. Perfeita para dias de inverno! Quentinha e confortável, a calça infantil “Camping Bichinho possui modelagem mais justinha com elástico no cós e na barra. A peça também possui lindos detalhes bordados. Com confecção em matelassê, esta calça infantil proporciona toque macio e conforto para os pequenos príncipes se movimentarem. Gostosinho de vestir!",https://www.alphabeto.com/calca-camping-bichinho-55425/p,11-04-2022
Bermuda em Sarja Infantil Menino Bolsinhos – Tam.10 a 16 anos,"119,95",BERMUDA EM SARJA 70% ALG. E 30% POLIÉSTER E DETALHES EM MOLETINHO 80% ALG. E 20% POLIÉSTER,Miniteen - 10 a 14 Anos,Bermudas e Shorts Praia,Meninos,"""Bermuda confeccionada em sarja azul. Ideal para festinhas e passeios com os amigos! A Bermuda Bolsinhos era a peça que faltava no guarda-roupa dos meninos! Além de linda, a bermuda é super versátil e combina com diversas outras peças de roupa também. É confeccionada em sarja e possui cós de malha cinza, com elástico. Além disso, a peça conta com bolsinho frontal, dando um toque a mais de estilo à peça!""",https://www.alphabeto.com/bermuda-avulso-55621/p,11-04-2022
Camiseta Infantil Menino Adventure – Tam. 10 a 16 anos – Cinza,"79,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta cinza com estampa localizada. Confeccionada em malha, super versátil! Básica e divertida a Camiseta Adventure é uma ótima opção para passeios com os amigos e finais de semana com a família! Confeccionada em malha na cor cinza, a camiseta é fresquinha e confortável. Sua estampa localizada de carro é o diferencial da peça!""",https://www.alphabeto.com/camiseta-m-c-avulso-55616/p,11-04-2022
Camiseta Infantil Menino Pirate Game – Tam.1 a 10 anos – Azul,"69,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Criança - 1 a 10 Anos,L,Meninos,"""Camiseta azul confeccionada em malha, com estampa localizada. Ideal para passeios e brincadeiras com os amigos! A Camiseta Pirate Game chegou para alegrar todos os pequenos! Confeccionada em malha azul, com estampa de piratas, a peça é super básica e versátil. A camiseta é perfeita para o dia a dia, além disso, ela possui meia manga e detalhe emborrachado, uma fofura!""",https://www.alphabeto.com/camiseta-m-c-pirate-game-55456/p,11-04-2022
Camiseta Infantil Menino Pirate Game – Tam.1 a 10 anos – Vermelho,"69,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Criança - 1 a 10 Anos,L,Meninos,"""Camiseta vermelha confeccionada em malha, com estampa localizada. Ideal para passeios e brincadeiras com os amigos! A Camiseta Pirate Game chegou para alegrar todos os pequenos! Confeccionada em malha vermelha, com estampa de piratas, a peça é super básica e versátil. A camiseta é perfeita para o dia a dia, além disso, ela possui meia manga e detalhe de bolsinho, com detalhe emborrachado, uma fofura!""",https://www.alphabeto.com/camiseta-m-c-pirate-game-55455/p,11-04-2022
Camiseta Infantil Menino Pirate Game – Tam.1 a 10 anos – Cinza,"89,95",CAMISETA EM CAMISETA EM 1/2 MALHA 88% ALGODÃO E 12% POLIÉSTER E MANGAS EM MALHA 95% ALG. E 5% POLIÉSTER,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta de manga longa cinza e preta, com estampa localizada. Confeccionado em malha, ideal para dias mais frios! A Camiseta Pirate Game é confeccionada em malha, com manguinhas longas pretas e decote redondo. A peça é quentinha e confortável, ótima para o inverno, além disso, a camiseta possui estampa localizada de pirata, com detalhes em alto-relevo. A camisetinha fica linda com calças e casaquinhos!""",https://www.alphabeto.com/camiseta-m-l-pirate-game-55457/p,11-04-2022
